freq,unit,s_adj,na_item,geo\TIME_PERIOD	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 
Q,PCH_PRE,SCA,RLPR_HW,FR	0.3 	0.6 	0.7 	0.2 	-0.1 	0.2 	0.0 	0.3 	-0.1 	0.3 	-0.2 	-0.4 	-1.3 	6.0 	-3.7 	1.6 	-0.5 	-0.6 	-1.7 	-0.6 	-0.1 	-0.6 	-0.2 	-0.4 
Q,PCH_PRE,SCA,RLPR_HW,HR	2.0 	-1.0 	1.2 	-1.4 	-1.6 	2.0 	4.7 	-2.0 	-4.3 	4.2 	-1.7 	-0.4 	-1.5 	-12.0 	5.3 	6.0 	6.7 p	-0.4 p	1.5 p	1.2 p	1.7 p	1.1 p	-1.3 p	0.0 p
Q,PCH_PRE,SCA,RLPR_HW,HU	0.8 	0.9 	0.4 	1.0 	1.4 	0.6 	1.4 	0.7 	1.4 	0.7 	1.5 	0.1 	-0.3 	-1.3 	1.7 	0.3 	1.4 p	1.4 p	1.2 p	1.4 p	0.1 p	0.7 p	-0.8 p	-0.7 p
Q,PCH_PRE,SCA,RLPR_HW,IE	-6.6 	3.1 	1.4 	4.7 	0.1 	-0.7 	1.1 	-0.3 	0.1 	1.7 	1.6 	0.8 	5.3 	20.0 	-8.1 	-2.0 	13.8 	-6.2 	-1.0 	-1.7 	4.6 	0.3 	3.5 	0.1 
Q,PCH_PRE,SCA,RLPR_HW,IT	0.2 	-0.1 	0.4 	-0.7 	1.2 	-1.0 	0.2 	0.5 	-0.7 	1.3 	0.0 	-0.1 	2.3 	3.8 	-4.3 	0.4 	-0.5 	-0.1 	0.5 	0.6 	-1.3 	0.2 	0.3 	-0.8 
Q,PCH_PRE,SCA,RLPR_HW,LT	2.9 	0.6 	3.3 	0.5 	0.0 	0.0 	-0.9 	1.7 	0.9 	1.1 	1.8 	1.2 	2.3 	1.4 	0.9 	2.4 	-0.5 	-0.4 	1.8 	0.2 	-2.2 	-2.7 	1.0 	-1.8 
Q,PCH_PRE,SCA,RLPR_HW,LU	-4.1 	1.9 	1.4 	-0.1 	-3.3 	0.5 	1.1 	-1.0 	-1.0 	0.3 	-0.2 	0.7 	1.4 	8.7 	-8.6 	0.0 	3.3 	-2.6 	-2.7 	0.7 	-0.1 p	0.4 p	1.2 p	: 
Q,PCH_PRE,SCA,RLPR_HW,LV	0.9 	4.6 	0.0 	-2.9 	-0.5 	3.3 	2.2 	0.1 	0.9 	3.7 	-2.8 	1.0 	0.9 	4.7 	-4.8 	5.9 	4.1 	-3.9 	2.0 	-0.8 	-0.9 	-1.6 	0.4 	-1.3 
Q,PCH_PRE,SCA,RLPR_HW,MT	5.8 	-0.2 	0.9 	-0.5 	-4.0 	2.3 	0.5 	-1.3 	-3.2 	1.4 	-0.7 	-0.2 	-1.0 	-2.9 	-2.4 	2.9 	6.3 	-1.8 	7.3 	-1.4 	-2.6 	2.8 	3.6 	-2.4 
Q,PCH_PRE,SCA,RLPR_HW,NL	0.4 	-0.5 	0.2 	0.8 	-0.7 	0.6 	-1.5 	0.4 	-1.1 	1.6 	-0.9 	0.9 	0.6 p	-6.3 p	6.4 p	-1.8 p	0.7 p	-0.6 p	3.7 p	-1.5 p	-1.2 p	0.8 p	1.1 p	-0.6 p
Q,PCH_PRE,SCA,RLPR_HW,NO	0.3 	0.9 	0.7 	-1.1 	0.6 	-1.8 	0.9 	-0.4 	-0.6 	0.6 	-0.1 	0.0 	0.1 	-0.9 	3.1 	0.2 	-0.9 	1.2 	0.8 	-0.6 	-1.4 	0.4 	0.9 	-0.2 
Q,PCH_PRE,SCA,RLPR_HW,PL	0.6 	1.8 	1.8 	2.0 	1.9 	1.0 	0.9 	2.7 	0.2 	1.5 	0.4 	1.6 	0.5 	-7.1 	3.7 	0.3 	-0.8 	0.0 	2.5 	0.7 	5.0 p	-1.9 p	2.6 p	-4.0 p
Q,PCH_PRE,SCA,RLPR_HW,PT	-1.2 	1.8 	-0.9 	1.2 	-0.3 	-0.6 	-0.8 	1.0 	0.7 	1.1 	-0.5 	0.0 	0.6 	4.8 	-6.4 	-1.3 	5.7 p	-3.7 p	3.4 p	3.5 p	-1.1 p	2.7 p	-0.8 p	-0.6 p
Q,PCH_PRE,SCA,RLPR_HW,RO	4.7 	-1.2 	1.7 	2.6 	1.6 	0.5 	1.1 	2.3 	-0.4 	-0.2 	1.5 	1.1 	1.8 	2.3 	-7.1 	1.9 	1.3 p	-0.3 p	2.1 p	1.1 p	0.0 p	0.6 p	2.2 p	: 
Q,PCH_PRE,SCA,RLPR_HW,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,PCH_PRE,SCA,RLPR_HW,SE	-1.1 	1.1 	0.1 	-0.6 	0.5 	-0.1 	0.1 	-0.5 	1.5 	1.3 	0.1 	0.3 	0.3 	-2.2 	5.6 	-1.4 	-0.7 	1.8 	1.1 	2.0 	-0.8 	-1.1 	-0.5 	-0.9 
Q,PCH_PRE,SCA,RLPR_HW,SI	1.4 	0.6 	0.3 	2.1 	-0.7 	0.7 	0.9 	0.3 	-0.3 	-0.3 	2.0 	0.8 	-4.0 	4.3 	0.4 	2.3 	-1.2 	0.3 	0.5 	3.0 	-0.4 	-0.3 	-2.0 	-0.7 
Q,PCH_PRE,SCA,RLPR_HW,SK	0.0 	1.1 	1.0 	0.4 	0.4 	1.2 	1.3 	-0.2 	1.0 	0.5 	-0.1 	0.0 	2.1 	7.2 	-3.6 	2.3 	2.0 	-1.2 	-1.1 	1.9 	-3.5 	0.0 	0.5 	-0.3 
Q,PCH_PRE,SCA,RLPR_HW,UK	-0.1 	-0.2 	1.4 	0.1 	-0.4 	0.2 	-0.3 	0.2 	-0.5 	0.2 	0.5 	0.3 	-1.0 	-0.7 	5.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_PRE,SCA,RLPR_PER,AT	0.0 	0.2 	0.2 	0.0 	0.4 	-0.3 	0.3 	0.8 	0.2 	-0.6 	0.4 	-0.7 	-2.1 	-7.8 	8.1 	-1.6 	-0.6 	2.1 	2.7 	-1.0 	0.0 	1.7 	0.0 	-0.4 
Q,PCH_PRE,SCA,RLPR_PER,BE	0.3 	-0.4 	-0.4 	0.4 	0.0 	0.1 	0.1 	0.6 	-0.3 	0.2 	0.4 	0.2 	-2.6 p	-10.7 p	11.4 p	-1.2 p	1.1 p	1.0 p	1.5 p	0.2 p	0.1 p	0.0 p	-0.1 p	0.1 p
Q,PCH_PRE,SCA,RLPR_PER,BG	0.0 	0.3 	-0.2 	0.6 	0.8 	1.0 	1.2 	1.1 	0.6 	1.2 	0.4 	1.2 	-3.3 	-2.7 	3.7 	1.3 	2.9 	1.0 	1.2 	1.3 	0.0 p	0.6 p	0.4 p	: 
Q,PCH_PRE,SCA,RLPR_PER,CH	0.1 	-0.5 	0.5 	1.0 	0.8 	0.5 	-0.8 	0.6 	-0.2 	-0.3 	1.1 	0.4 	-2.2 	-4.9 	6.7 	-0.2 	0.3 	1.6 	0.9 	-0.5 	0.2 	0.0 	0.1 	-0.1 
Q,PCH_PRE,SCA,RLPR_PER,CY	0.8 	-1.0 	-0.3 	0.1 	1.1 	-1.0 	0.0 	0.8 	1.2 	-0.1 	0.2 	0.2 	-0.1 	-9.0 	5.5 	2.9 	1.0 	1.7 	0.9 	1.1 	0.7 	0.6 	-0.4 	0.4 
Q,PCH_PRE,SCA,RLPR_PER,CZ	1.5 	1.9 	0.3 	0.8 	0.1 	-0.2 	1.0 	0.6 	0.6 	0.5 	1.1 	0.9 	-3.1 	-7.7 	7.0 	1.9 	-1.0 	0.7 	1.2 	0.8 	0.3 	-1.2 	-0.2 	0.0 
Q,PCH_PRE,SCA,RLPR_PER,DE	0.9 	0.5 	0.4 	0.6 	-1.0 	0.4 	-1.0 	0.6 	0.4 p	-0.4 p	0.1 p	0.1 p	-1.5 p	-8.2 p	9.1 p	0.5 p	-1.4 p	1.7 p	0.3 p	-0.3 p	0.3 p	-0.2 p	0.4 p	-0.7 p
Q,PCH_PRE,SCA,RLPR_PER,DK	0.3 	0.8 	-0.6 	0.3 	0.2 	0.0 	0.2 	0.3 	-0.7 	0.6 	0.1 	-0.4 	-0.2 	-3.5 	4.0 	0.2 	1.2 	-0.1 	-0.9 	1.7 	-1.7 	0.9 	-0.4 	0.5 
Q,PCH_PRE,SCA,RLPR_PER,EA	0.3 	0.4 	0.3 	0.5 	-0.5 	0.0 	-0.3 	0.4 	0.1 	0.0 	0.1 	-0.1 	-3.2 	-8.7 	11.1 	-0.8 	0.0 	1.2 	1.1 	0.0 	0.1 	0.5 	0.1 	-0.3 
Q,PCH_PRE,SCA,RLPR_PER,EA12	0.3 	0.4 	0.3 	0.5 	-0.5 	0.0 	-0.3 	0.4 	0.1 	0.0 	0.1 	-0.2 	-3.2 	-8.8 	11.2 	-0.8 	0.0 	1.2 	1.1 	0.0 	0.1 	0.5 	0.1 	-0.3 
Q,PCH_PRE,SCA,RLPR_PER,EA19	0.3 	0.4 	0.3 	0.5 	-0.5 	0.0 	-0.3 	0.4 	0.1 	0.0 	0.1 	-0.1 	-3.2 	-8.7 	11.1 	-0.8 	0.0 	1.2 	1.1 	0.0 	0.1 	0.5 	0.1 	-0.3 
Q,PCH_PRE,SCA,RLPR_PER,EA20	0.3 	0.4 	0.3 	0.5 	-0.5 	0.1 	-0.3 	0.4 	0.1 	0.0 	0.1 	-0.2 	-3.1 	-8.7 	11.1 	-0.8 	0.1 	1.2 	1.1 	0.0 	0.1 	0.5 	0.1 	-0.3 
Q,PCH_PRE,SCA,RLPR_PER,EE	-1.2 	1.6 	-0.9 	0.6 	2.2 	-0.9 	2.3 	-0.6 	2.0 	0.5 	-0.6 	-0.5 	1.9 	-2.5 	5.2 	1.2 	2.9 	3.7 	-1.4 	-0.3 	-3.8 	-0.5 	-1.4 	-2.3 
Q,PCH_PRE,SCA,RLPR_PER,EL	0.1 	0.6 	0.7 	-1.4 	-0.9 	-1.3 	-1.0 	0.4 	-0.3 p	0.6 p	0.1 p	0.2 p	-2.8 p	-9.9 p	4.4 p	3.2 p	5.8 p	-2.4 p	-0.3 p	-0.5 p	2.4 p	0.5 p	0.4 p	0.7 p
Q,PCH_PRE,SCA,RLPR_PER,ES	0.0 	0.3 	-0.2 	0.1 	0.2 	-0.1 	-0.2 	0.1 	-0.4 	-0.1 	0.0 	-0.4 	-4.2 p	-11.5 p	13.0 p	-1.3 p	-0.8 p	1.8 p	0.3 p	1.4 p	-0.6 p	2.8 p	-1.0 p	-0.2 p
Q,PCH_PRE,SCA,RLPR_PER,EU15	0.2 	0.3 	0.3 	0.4 	-0.5 	0.1 	-0.2 	0.3 	0.1 	0.0 	0.2 	-0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_PRE,SCA,RLPR_PER,EU27_2020	0.3 	0.3 	0.5 	0.6 	-0.3 	0.1 	-0.2 	0.6 	0.2 	0.0 	0.2 	0.0 	-2.8 	-8.5 	10.4 	-0.6 	0.2 	1.1 	1.1 	0.2 	0.3 	0.4 	0.2 	-0.4 
Q,PCH_PRE,SCA,RLPR_PER,EU28	0.3 	0.2 	0.4 	0.5 	-0.3 	0.1 	-0.1 	0.4 	0.2 	0.0 	0.3 	-0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_PRE,SCA,RLPR_PER,FI	0.5 	0.9 	0.2 	0.0 	-0.5 	-0.9 	-0.5 	-0.7 	0.3 	0.2 	0.3 	-0.3 	0.2 	-3.1 	3.5 	-0.2 	-0.7 	0.0 	0.4 	-0.1 	-0.2 	-0.3 	-0.3 	-0.3 
Q,PCH_PRE,SCA,RLPR_PER,FR	0.5 	0.4 	0.6 	0.3 	-0.3 	0.3 	0.3 	0.4 	0.2 	0.3 	-0.3 	-0.6 	-5.4 	-11.3 	16.5 	-1.6 	-0.4 	0.3 	2.2 	-0.2 	-0.7 	0.1 	-0.2 	-0.2 
Q,PCH_PRE,SCA,RLPR_PER,HR	1.6 	-2.0 	-0.4 	-0.2 	-0.6 	1.8 	0.6 	0.3 	-1.7 	2.3 	-0.4 	-1.1 	-1.5 	-12.1 	5.5 	6.0 	6.5 p	-0.5 p	2.0 p	0.5 p	1.8 p	1.8 p	-1.1 p	0.4 p
Q,PCH_PRE,SCA,RLPR_PER,HU	1.1 	0.8 	0.5 	0.9 	1.0 	0.4 	1.0 	0.5 	1.7 	0.2 	1.6 	0.4 	-1.7 	-10.3 	9.7 	0.9 	1.4 p	1.4 p	1.1 p	1.4 p	0.7 p	0.6 p	-0.7 p	-0.3 p
Q,PCH_PRE,SCA,RLPR_PER,IE	-4.8 	1.4 	4.5 	3.9 	-0.4 	1.1 	-0.2 	0.4 	0.1 	2.1 	0.8 	-0.2 	2.6 	4.0 	7.4 	-5.9 	10.8 	-2.8 	-1.3 	-2.6 	6.5 	0.9 	2.8 	-0.3 
Q,PCH_PRE,SCA,RLPR_PER,IT	0.0 	0.4 	0.0 	0.6 	-0.5 	-0.6 	0.3 	0.4 	-0.1 	-0.2 	0.1 	-0.4 	-5.7 	-9.2 	13.3 	-1.1 	0.8 	1.7 	2.1 	0.6 	-0.2 	0.3 	0.5 	-0.5 
Q,PCH_PRE,SCA,RLPR_PER,LT	1.4 	1.2 	1.6 	0.6 	0.8 	0.5 	-1.5 	2.5 	1.3 	0.6 	1.4 	0.8 	-0.6 	-3.4 	7.9 	-0.8 	1.1 	1.5 	-0.1 	0.0 	-1.0 	-2.4 	-0.9 	0.0 
Q,PCH_PRE,SCA,RLPR_PER,LU	-2.1 	0.4 	0.3 	-1.0 	-0.7 	-1.4 	0.1 	-0.6 	-0.7 	0.9 	-0.7 	-0.3 	-1.5 	-5.0 	7.0 	-0.9 	1.2 	-0.3 	-1.0 	0.6 	-0.2 p	-1.3 p	0.4 p	: 
Q,PCH_PRE,SCA,RLPR_PER,LV	1.5 	1.5 	-0.2 	-0.2 	0.6 	1.9 	0.4 	1.6 	0.0 	1.7 	-1.1 	0.1 	-0.4 	-2.5 	3.9 	2.2 	3.4 	-1.3 	2.2 	0.0 	-0.1 	-1.0 	-1.5 	0.5 
Q,PCH_PRE,SCA,RLPR_PER,MT	3.9 	-0.7 	0.7 	-1.9 	0.0 	1.4 	1.4 	-1.8 	1.2 	0.6 	-0.1 	-0.3 	-5.0 	-12.9 	6.1 	3.7 	5.0 	-1.1 	4.3 	0.4 	-0.7 	-0.8 	0.1 	-0.5 
Q,PCH_PRE,SCA,RLPR_PER,NL	-0.1 	0.3 	0.0 	0.1 	-0.3 	0.0 	-0.4 	-0.2 	0.0 	0.1 	0.1 	-0.1 	-1.7 p	-5.2 p	4.5 p	-0.1 p	0.1 p	2.5 p	0.2 p	-0.2 p	-0.7 p	1.6 p	-0.7 p	-0.1 p
Q,PCH_PRE,SCA,RLPR_PER,NO	0.7 	0.7 	0.4 	-1.1 	0.1 	0.0 	0.2 	-0.5 	-0.7 	0.4 	0.2 	0.6 	-1.1 	-2.7 	4.4 	0.1 	-0.3 	1.5 	1.1 	-0.8 	-1.7 	0.5 	0.8 	-0.2 
Q,PCH_PRE,SCA,RLPR_PER,PL	0.9 	0.6 	1.6 	1.6 	1.5 	0.4 	1.4 	2.1 	1.3 	0.0 	0.9 	1.0 	0.0 	-8.0 	6.1 	-0.8 	2.2 	0.9 	1.2 	1.2 	5.4 p	-2.7 p	1.3 p	-3.2 p
Q,PCH_PRE,SCA,RLPR_PER,PT	0.2 	-0.5 	0.2 	0.1 	-0.1 	0.7 	0.1 	0.2 	0.6 	0.7 	0.2 	1.0 	-4.0 	-12.4 	13.4 	-1.3 	-1.5 	2.0 	2.3 	1.9 	0.8 	0.1 	0.6 	1.2 
Q,PCH_PRE,SCA,RLPR_PER,RO	4.6 	-2.7 	2.6 	2.2 	1.5 	1.5 	0.6 	1.4 	1.6 	-0.1 	0.9 	-0.1 	1.6 	-6.6 	2.9 	2.4 	0.8 p	0.5 p	1.6 p	0.2 p	0.8 p	1.7 p	1.8 p	: 
Q,PCH_PRE,SCA,RLPR_PER,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,PCH_PRE,SCA,RLPR_PER,SE	-0.4 	0.6 	0.4 	-0.2 	-0.2 	0.8 	-1.0 	1.0 	0.4 	0.7 	-0.1 	0.3 	0.0 	-6.0 	6.8 	-0.4 	1.4 	0.2 	1.0 	1.5 	-1.1 	-0.5 	0.0 	-0.8 
Q,PCH_PRE,SCA,RLPR_PER,SI	1.0 	0.4 	0.1 	1.6 	-0.9 	0.6 	0.7 	0.4 	0.0 	-0.8 	1.2 	1.1 	-4.9 	-8.1 	12.9 	-1.7 	1.4 	1.4 	2.0 	2.7 	0.3 	0.3 	-1.5 	0.4 
Q,PCH_PRE,SCA,RLPR_PER,SK	0.4 	0.3 	0.3 	0.7 	0.4 	0.7 	0.6 	0.2 	0.5 	0.1 	0.3 	0.7 	-2.4 	-5.8 	9.5 	0.4 	-0.6 	1.3 	-0.2 	0.0 	-0.2 	-0.3 	0.2 	0.0 
Q,PCH_PRE,SCA,RLPR_PER,UK	0.2 	-0.1 	0.4 	0.1 	-0.5 	0.2 	0.5 	-0.3 	0.2 	-0.2 	0.7 	-0.5 	-3.2 	-17.9 	16.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,NULC_HW,AT	0.7 	1.7 	0.4 	1.7 	1.9 	3.5 	3.5 	1.1 	2.1 	1.8 	1.0 	4.0 	5.7 	14.0 	5.3 	5.7 	4.2 	-7.4 	0.1 	0.5 	0.1 	2.0 	3.5 	4.3 
Q,PCH_SM,NSA,NULC_HW,BE	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,NULC_HW,BG	6.2 	8.0 	11.4 	11.9 	8.1 	6.7 	5.3 	6.8 	3.2 	4.1 	1.8 	3.3 	7.2 	9.6 	7.4 	10.4 	4.0 	4.4 	5.4 	2.5 	10.4 p	17.4 p	15.3 p	: 
Q,PCH_SM,NSA,NULC_HW,CY	-0.5 	0.9 	2.7 	1.6 	0.9 	0.4 	0.7 	0.8 	1.7 	3.8 	1.8 	2.8 	1.9 	8.1 	1.6 	0.6 	-3.7 p	-0.9 p	-1.2 p	-1.7 p	0.8 p	0.2 p	0.7 p	2.0 p
Q,PCH_SM,NSA,NULC_HW,CZ	3.4 	4.9 	3.8 	3.0 	5.8 	6.4 	6.8 	5.6 	4.9 	4.5 	2.5 	3.6 	5.8 	6.8 	7.0 	8.3 	-0.3 	1.8 	3.6 	2.2 	5.3 	3.3 	4.0 	5.7 
Q,PCH_SM,NSA,NULC_HW,DE	-0.1 	2.4 	1.1 	0.6 	2.8 	1.8 	4.4 	3.5 	3.0 p	4.4 p	2.4 p	2.7 p	3.1 p	6.9 p	1.0 p	0.8 p	1.4 p	-4.9 p	2.5 p	3.2 p	2.4 p	3.7 p	3.2 p	5.9 p
Q,PCH_SM,NSA,NULC_HW,DK	-1.3 	-0.2 	0.9 	1.5 	1.5 	1.4 	0.8 	0.2 	1.4 	1.0 	1.3 	2.0 	2.5 	7.7 	2.4 	2.2 	1.5 	-2.7 	1.9 	1.3 	3.2 	2.6 	2.6 	4.0 
Q,PCH_SM,NSA,NULC_HW,EA	0.1 	1.0 	0.5 	0.6 	1.3 	1.4 	2.5 	2.2 	2.3 	2.3 	1.2 	1.9 	3.4 	6.6 	2.9 	2.5 	1.4 	-3.1 	1.4 	1.5 	2.1 	2.8 	3.1 	5.3 
Q,PCH_SM,NSA,NULC_HW,EA12	0.1 	0.9 	0.4 	0.5 	1.2 	1.3 	2.5 	2.1 	2.2 	2.2 	1.1 	1.9 	3.3 	6.6 	2.9 	2.4 	1.4 	-3.2 	1.3 	1.4 	2.0 	2.7 	2.9 	5.2 
Q,PCH_SM,NSA,NULC_HW,EA19	0.1 	1.0 	0.5 	0.6 	1.3 	1.4 	2.5 	2.2 	2.3 	2.3 	1.2 	1.9 	3.4 	6.6 	2.9 	2.5 	1.4 	-3.1 	1.4 	1.5 	2.1 	2.8 	3.1 	5.3 
Q,PCH_SM,NSA,NULC_HW,EA20	0.1 	1.0 	0.5 	0.6 	1.3 	1.4 	2.6 	2.2 	2.3 	2.3 	1.2 	1.9 	3.4 	6.7 	2.9 	2.5 	1.4 	-3.1 	1.4 	1.5 	2.1 	2.8 	3.1 	5.4 
Q,PCH_SM,NSA,NULC_HW,EE	1.3 	2.6 	6.1 	3.9 	6.1 	5.9 	7.8 	7.5 	7.8 	10.6 	1.4 	-0.2 	3.0 	1.2 	5.2 	5.3 	-0.9 	-0.3 	0.1 	2.8 	8.5 	15.3 	15.5 	17.6 
Q,PCH_SM,NSA,NULC_HW,EL	2.4 	1.5 	-1.9 	1.4 	-1.4 	-1.9 	-0.8 	-1.5 	-0.5 p	0.0 p	-1.7 p	-0.3 p	3.0 p	12.0 p	9.9 p	5.3 p	1.3 p	-7.7 p	-5.4 p	-0.3 p	-2.9 p	-4.7 p	-0.9 p	-0.8 p
Q,PCH_SM,NSA,NULC_HW,ES	0.4 	-0.3 	0.5 	0.2 	0.8 	1.0 	2.5 	2.2 	3.8 	5.1 	3.9 	4.0 	6.1 p	9.4 p	6.1 p	6.8 p	4.9 p	-1.8 p	1.5 p	-0.3 p	-1.3 p	-0.4 p	0.7 p	2.6 p
Q,PCH_SM,NSA,NULC_HW,EU15	-1.5 	-0.5 	-0.3 	0.6 	0.7 	1.1 	2.3 	2.1 	2.5 	2.5 	1.4 	2.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,NULC_HW,EU27_2020	0.3 	1.3 	0.8 	1.0 	1.5 	1.3 	2.2 	1.9 	2.1 	2.1 	1.1 	1.8 	3.3 	6.7 	2.9 	2.7 	1.6 	-2.9 	1.4 	1.3 	2.1 	2.9 	3.2 	5.4 
Q,PCH_SM,NSA,NULC_HW,EU28	-1.2 	-0.1 	0.0 	0.9 	1.0 	1.2 	2.3 	2.1 	2.6 	2.5 	1.4 	2.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,NULC_HW,FI	-3.6 	-3.2 	-3.8 	-2.6 	0.6 	2.4 	3.1 	4.5 	3.4 	1.8 	0.7 	0.8 	3.3 	2.0 	-0.5 	-1.8 	2.2 	1.8 	5.8 	4.2 	2.0 	2.5 	4.8 	4.3 
Q,PCH_SM,NSA,NULC_HW,FR	0.9 	1.0 	0.3 	0.3 	0.8 	0.8 	0.8 	0.5 	-0.4 	-1.1 	-1.2 	-0.3 	3.9 	9.5 	3.4 	2.2 	0.6 	-4.6 	1.9 	2.8 	4.1 	4.6 	4.7 	6.1 
Q,PCH_SM,NSA,NULC_HW,HR	-2.1 	0.8 	-0.7 	0.4 	4.6 	3.2 	4.3 	3.4 	-1.4 	1.4 	0.1 	0.1 	2.4 	13.6 	11.7 	10.9 	5.0 p	-7.0 p	-3.0 p	1.2 p	-1.4 p	1.9 p	5.9 p	8.5 p
Q,PCH_SM,NSA,NULC_HW,HU	3.0 	6.2 	4.6 	3.6 	5.4 	2.0 	2.2 	2.5 	1.7 	3.5 	2.4 	3.3 	2.2 	12.3 	5.6 	5.2 	7.8 p	-3.9 p	2.7 p	2.3 p	13.2 p	6.8 p	12.0 p	16.1 p
Q,PCH_SM,NSA,NULC_HW,IE	0.4 	-1.5 	-7.5 	-1.2 	-6.0 	-5.8 	-2.0 	2.2 	2.7 	2.1 	-1.1 	1.2 	-1.8 	-12.2 	-12.7 	-1.8 	-14.1 	-0.2 	4.9 	-3.9 	4.8 	0.9 	-3.5 	-3.6 
Q,PCH_SM,NSA,NULC_HW,IT	-0.5 	-0.8 	0.5 	-0.4 	-0.2 	2.8 	2.4 	1.5 	2.9 	0.3 	0.5 	1.7 	2.2 	2.2 	3.0 	0.6 	0.2 	0.6 	0.6 	0.8 	1.6 	2.7 	1.1 	6.2 
Q,PCH_SM,NSA,NULC_HW,LT	2.7 	5.6 	4.3 	4.5 	6.3 	3.7 	6.1 	4.8 	4.8 	6.9 	6.1 	6.9 	5.7 	4.1 	0.9 	6.2 	4.2 	8.5 	8.3 	5.9 	14.6 	16.2 	12.4 	15.2 
Q,PCH_SM,NSA,NULC_HW,LU	4.6 	7.0 	5.1 	4.4 	2.1 	4.2 	5.3 	7.5 	5.6 	3.1 	2.8 	1.1 	3.5 	3.3 	3.1 	4.8 	0.2 	4.4 	5.2 	5.6 	7.5 p	9.9 p	5.1 p	: 
Q,PCH_SM,NSA,NULC_HW,LV	5.2 	4.3 	2.3 	4.6 	4.9 	5.0 	6.1 	3.9 	6.4 	4.5 	3.9 	5.9 	6.7 	6.2 	3.9 	1.0 	-0.8 	2.2 	7.2 	6.7 	6.7 	10.9 	9.3 	13.4 
Q,PCH_SM,NSA,NULC_HW,MT	-1.9 	-0.4 	-0.8 	1.3 	11.0 	6.9 	7.3 	7.5 	2.5 	3.9 	5.8 	3.8 	5.0 	14.9 	14.4 	10.3 	2.4 	-3.0 	-6.9 	-2.7 	0.6 	0.4 	4.2 	5.9 
Q,PCH_SM,NSA,NULC_HW,NL	-1.1 	0.8 	0.8 	1.7 	2.6 	0.7 	3.1 	2.5 	4.1 	3.7 	1.4 	3.6 	6.5 p	10.2 p	9.6 p	8.6 p	4.5 p	-4.2 p	-2.2 p	-3.8 p	0.2 p	1.5 p	6.4 p	: 
Q,PCH_SM,NSA,NULC_HW,NO	-2.7 	2.9 	0.4 	1.9 	5.3 	2.1 	4.0 	4.2 	3.2 	5.3 	4.7 	4.2 	3.2 	3.7 	-0.4 	0.0 	3.3 	0.0 	2.3 	2.7 	2.5 	4.9 	5.8 	5.1 
Q,PCH_SM,NSA,NULC_HW,PL	0.4 	1.2 	1.4 	3.2 	0.3 	2.4 	1.7 	3.4 	4.4 	2.8 	4.1 	4.5 	5.0 	10.7 	5.4 	7.4 	5.1 	-2.3 	-1.8 	-0.4 	2.2 p	10.8 p	13.6 p	13.3 p
Q,PCH_SM,NSA,NULC_HW,PT	0.5 	1.3 	1.1 	4.5 	2.4 	2.1 	3.3 	6.1 	3.8 	3.6 	3.2 	2.0 	4.2 	16.1 	5.8 	8.1 	5.2 p	-5.6 p	1.3 p	-1.7 p	-1.1 p	1.1 p	3.1 p	4.5 p
Q,PCH_SM,NSA,NULC_HW,RO	8.4 	10.5 	5.5 	10.0 	9.5 	5.9 	7.5 	3.2 	8.2 	6.4 	6.1 	8.4 	3.2 	8.8 	7.7 	5.2 	3.8 p	-5.2 p	0.7 p	3.3 p	5.2 p	6.0 p	10.7 p	: 
Q,PCH_SM,NSA,NULC_HW,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,PCH_SM,NSA,NULC_HW,SE	1.5 	3.2 	2.0 	1.5 	3.2 	3.1 	4.5 	3.5 	2.3 	2.6 	0.5 	0.7 	2.3 	7.9 	0.9 	1.9 	2.8 	-4.2 	1.4 	-0.7 	0.2 	2.8 	3.0 	5.6 
