freq,unit,s_adj,na_item,geo\TIME_PERIOD	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 
Q,CLV_PCH_PRE,SCA,RLPR_HW,AT	-0.4 	1.5 	0.6 	-0.9 	1.1 	-0.9 	0.1 	0.6 	-0.6 	0.4 	0.6 	-1.2 	3.0 	1.3 	-3.2 	3.1 	-2.1 	-1.1 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,BG	0.7 	0.6 	-0.1 	0.1 	0.6 	0.9 	1.3 	1.2 	0.9 	0.5 	0.5 	0.3 	0.9 p	-0.1 p	-4.6 p	3.5 p	2.8 p	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,CY	0.7 	0.0 	0.0 	0.2 	0.7 	0.3 	-0.4 	-0.4 	0.7 	-0.2 	-0.5 	1.2 	0.9 	0.3 	-2.7 	2.7 	1.9 	0.7 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,CZ	0.0 	2.0 	0.2 	0.7 	-0.3 	0.3 	0.4 	0.4 	0.2 	1.3 	1.3 	1.1 	0.2 	-2.5 	-2.5 	7.3 	-2.0 	-1.0 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,DE	0.8 	0.2 	0.5 	0.6 	0.0 p	-0.6 p	-0.3 p	-0.2 p	0.9 p	-0.1 p	0.0 p	0.2 p	0.5 p	-2.2 p	1.8 p	2.7 p	-1.4 p	0.0 p	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,DK	0.4 	0.8 	-0.7 	0.3 	1.6 	0.1 	0.6 	0.4 	1.0 	-0.1 	-0.3 	0.2 	1.0 	-0.3 	-0.3 	0.6 	-1.9 	-0.3 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,EA	0.1 	0.5 	0.4 	0.4 	0.0 	-0.4 	-0.2 	0.3 	0.1 	0.4 	0.1 	0.0 	0.4 	2.8 	-2.5 	1.2 	0.2 	-0.4 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,EA12	0.0 	0.4 	0.3 	0.4 	0.0 	-0.4 	-0.2 	0.3 	0.1 	0.4 	0.1 	0.0 	0.5 	2.9 	-2.6 	1.2 	0.2 	-0.4 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,EA19	0.1 	0.5 	0.4 	0.4 	0.0 	-0.4 	-0.2 	0.3 	0.1 	0.4 	0.1 	0.0 	0.4 	2.8 	-2.5 	1.2 	0.2 	-0.4 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,EE	-2.2 	3.0 	-1.7 	1.3 	7.2 	-2.4 	3.8 	-0.4 	1.3 	0.5 	3.7 	-2.7 	2.0 	2.4 	-3.6 	2.3 	-0.4 	4.1 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,EL	-1.8 	0.8 	1.9 	-0.5 	-1.4 p	-0.7 p	0.3 p	1.0 p	1.7 p	-1.2 p	3.5 p	-1.7 p	5.0 p	7.4 p	-15.7 p	8.5 p	1.2 p	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,ES	0.0 	0.7 	-0.1 	0.3 	-0.2 p	-0.6 p	0.0 p	0.6 p	-0.6 p	0.6 p	0.4 p	-0.2 p	-0.9 p	5.2 p	-6.1 p	-0.9 p	1.6 p	-1.6 p	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,EU15	0.0 	0.3 	0.5 	0.3 	0.0 	-0.3 	-0.2 	0.3 	0.0 	0.3 	0.2 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,EU27_2020	0.1 	0.5 	0.5 	0.6 	0.1 	-0.3 	0.0 	0.6 	0.1 	0.4 	0.2 	0.1 	0.0 	0.2 	-0.4 	1.1 	-0.1 	-0.3 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,EU28	0.1 	0.4 	0.6 	0.5 	0.0 	-0.2 	0.0 	0.5 	0.0 	0.4 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,FI	-0.1 	1.2 	0.1 	0.3 	-0.8 	-0.6 	-0.8 	-0.4 	0.5 	0.5 	0.4 	-0.5 	0.0 	0.0 	-0.4 	1.6 	0.1 	1.2 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,FR	0.3 	0.7 	0.4 	0.4 	0.0 	0.1 	0.0 	0.2 	0.1 	0.2 	-0.3 	-0.4 	-1.5 	6.6 	-3.8 	1.6 	-0.2 	-0.1 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,HU	0.9 	0.9 	0.2 	1.0 	1.5 	0.8 	0.9 	1.1 	1.3 	1.0 	0.3 	1.2 	1.4 	-1.6 	-1.1 	1.5 	1.1 	1.7 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,IE	-6.4 	3.8 	0.3 	5.1 	-0.4 	2.4 	-2.3 	1.5 	0.8 	2.9 	-1.8 	1.0 	0.7 	11.3 	2.5 	-6.4 	9.8 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,IT	0.2 	-0.3 	0.4 	-0.3 	1.1 	-1.2 	0.2 	0.7 	-0.9 	0.5 	0.2 	0.6 	2.1 	1.0 	-1.7 	-0.2 	0.2 	-1.2 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,LT	3.6 	0.2 	3.1 	0.7 	-0.2 	-0.2 	-0.4 	1.8 	0.8 	0.3 	3.2 	0.2 	1.9 	1.2 	1.1 	0.8 	0.7 	-1.1 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,LU	-1.9 	-0.4 	0.8 	-0.1 	0.4 	-1.3 	0.0 	-0.6 	-1.4 	1.6 	0.0 	-0.8 	2.5 	-1.0 	0.3 	1.8 	6.4 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,LV	0.7 	4.3 	0.2 	-2.7 	-0.7 	3.1 	2.5 	0.4 	0.1 	3.4 	-2.3 	1.0 	-0.8 	4.4 	-3.9 	5.4 	3.1 	-4.0 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,MT	6.2 	-0.5 	0.9 	-0.1 	-3.1 	1.9 	0.9 	-1.2 	-5.2 	1.4 	-0.1 	-0.1 	2.2 	-3.0 	-2.4 	3.5 	1.5 	-1.6 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,NL	0.2 	-0.6 	0.4 	0.9 	-0.8 	0.1 	-0.8 	0.3 	-0.4 p	0.3 p	0.7 p	0.1 p	-1.4 p	-2.1 p	1.8 p	2.2 p	-2.2 p	2.0 p	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,NO	0.2 	0.2 	0.2 	-0.7 	-0.3 	-0.1 	0.3 	-0.6 	-0.6 	-0.3 	-0.5 	1.8 	0.5 	0.2 	0.4 	0.6 	0.2 	0.6 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,PL	0.5 	1.5 	1.6 	2.4 	1.5 	0.6 	1.2 	2.6 	0.8 	0.9 	1.0 	1.2 	-0.1 p	-7.5 p	5.1 p	-0.5 p	-1.4 d	-0.3 d	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,PT	-1.1 	1.6 	-0.7 	1.0 	-0.4 	-0.6 	-0.4 	0.7 	-0.4 p	1.8 p	-0.1 p	0.6 p	-0.6 e	9.8 e	-8.9 e	-2.1 e	2.5 e	-2.5 e	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,RO	2.0 	-0.4 	2.9 	2.2 	0.1 	0.4 	1.3 	1.4 	1.6 p	-0.1 p	1.0 p	0.2 p	0.9 p	-8.3 p	4.3 p	2.8 p	11.3 b	0.5 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,SE	-1.0 	0.7 	0.3 	-0.4 	0.4 	-0.5 	0.6 	-0.2 	1.5 	0.4 	0.7 	0.2 	-0.1 	-2.9 	5.7 	-0.7 	-0.2 	1.0 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,SI	1.5 	0.5 	0.2 	2.0 	-0.3 	0.6 	0.8 	0.8 	-0.7 	-0.2 	1.3 	1.4 	-3.8 	5.0 	-3.7 	7.6 	-0.9 	0.5 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_HW,SK	-0.1 	1.1 	0.9 	0.5 	0.1 	1.1 	1.2 	0.0 	0.7 	0.7 	-0.1 	0.3 	0.0 	7.7 	-3.8 	3.1 	1.0 	-0.8 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,AT	0.5 	0.1 	0.0 	-0.1 	0.8 	0.0 	0.0 	0.4 	0.4 	-0.5 	0.2 	-0.8 	-2.0 	-7.0 	7.8 	-2.6 	0.3 	1.8 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,BE	0.3 	-0.4 	-0.3 	0.4 	0.0 	0.1 	0.1 	0.5 	-0.3 	0.0 	0.1 	0.2 	-3.1 p	-11.2 p	11.6 p	-0.7 p	0.9 p	1.0 p	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,BG	0.5 	0.7 	-0.2 	0.3 	0.5 	1.1 	1.3 	1.1 	1.0 	0.6 	0.6 	0.2 	1.4 p	-9.2 p	4.8 p	2.6 p	3.2 p	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,CH	0.2 	-0.2 	0.4 	1.1 	0.9 	0.6 	-1.1 	0.6 	0.3 	-0.1 	0.5 	0.3 	-1.9 	-4.0 	4.9 	-0.5 	: 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,CY	0.3 	-0.4 	-0.5 	0.1 	0.6 	0.0 	-0.6 	-0.4 	0.8 	-0.4 	-0.6 	0.9 	-0.4 	-11.8 	9.1 	0.9 	1.2 	0.1 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,CZ	1.4 	2.3 	-0.1 	0.8 	0.2 	0.0 	0.7 	0.5 	0.8 	0.6 	0.9 	0.9 	-3.1 	-7.8 	6.6 	1.4 	-0.5 	0.3 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,DE	0.9 	0.4 	0.5 	0.5 	-0.9 p	0.2 p	-0.7 p	0.2 p	0.7 p	-0.7 p	0.4 p	-0.2 p	-1.9 p	-8.8 p	9.2 p	0.7 p	-1.9 p	1.5 p	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,DK	0.3 	0.8 	-0.6 	0.3 	0.2 	0.0 	0.2 	0.3 	0.3 	0.2 	0.0 	-0.1 	-0.6 	-4.1 	4.6 	0.4 	-0.3 	0.3 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,EA	0.3 	0.4 	0.3 	0.6 	-0.4 	0.0 	-0.2 	0.3 	0.2 	-0.2 	0.2 	-0.2 	-3.3 	-9.0 	11.5 	-0.8 	-0.1 	1.5 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,EA12	0.3 	0.4 	0.3 	0.6 	-0.4 	0.0 	-0.2 	0.3 	0.2 	-0.2 	0.2 	-0.2 	-3.3 	-9.0 	11.6 	-0.8 	-0.1 	1.6 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,EA19	0.3 	0.4 	0.3 	0.6 	-0.4 	0.0 	-0.2 	0.3 	0.2 	-0.2 	0.2 	-0.2 	-3.3 	-9.0 	11.5 	-0.8 	-0.1 	1.5 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,EE	-1.3 	1.9 	-1.0 	0.5 	4.5 	-1.7 	1.7 	0.0 	2.3 	1.3 	-0.4 	-0.8 	-1.3 	-0.5 	3.4 	0.4 	2.4 	5.5 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,EL	0.2 	0.6 	0.9 	0.2 	0.1 p	-1.1 p	-0.3 p	0.8 p	0.7 p	-0.4 p	-0.4 p	0.3 p	-1.0 p	-10.2 p	2.7 p	3.7 p	6.3 p	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,ES	0.0 	0.3 	-0.1 	0.2 	0.1 p	-0.1 p	-0.1 p	0.0 p	-0.2 p	0.0 p	0.1 p	-0.3 p	-4.5 p	-11.1 p	13.6 p	-1.2 p	-1.4 p	3.7 p	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,EU15	0.2 	0.3 	0.3 	0.5 	-0.4 	0.0 	-0.1 	0.2 	0.2 	-0.2 	0.3 	-0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,EU27_2020	0.3 	0.3 	0.4 	0.7 	-0.2 	0.0 	0.0 	0.5 	0.4 	-0.2 	0.3 	-0.1 	-2.9 	-8.8 	10.8 	-0.7 	0.1 	1.4 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,EU28	0.3 	0.2 	0.4 	0.6 	-0.3 	0.1 	0.0 	0.4 	0.4 	-0.2 	0.4 	-0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,FI	0.7 	0.6 	0.2 	0.1 	-0.7 	-0.9 	-0.4 	-0.6 	0.4 	0.1 	0.2 	-0.5 	0.0 	-2.9 	3.3 	-0.2 	-0.5 	1.3 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,FR	0.5 	0.5 	0.4 	0.5 	-0.2 	0.2 	0.3 	0.4 	0.2 	0.2 	-0.1 	-0.7 	-5.6 	-11.1 	16.9 	-1.5 	0.0 	0.7 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,HU	1.2 	0.7 	0.4 	0.9 	1.1 	0.6 	0.6 	0.6 	1.4 	0.7 	1.0 	0.5 	-0.2 	-10.3 	8.3 	0.4 	0.9 	1.9 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,IE	-6.1 	3.8 	1.1 	4.7 	-0.2 	2.7 	-2.4 	1.1 	0.2 	3.9 	-2.0 	-0.6 	3.3 	4.8 	4.9 	-5.6 	10.6 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,IT	0.1 	0.2 	0.1 	0.7 	-0.3 	-1.0 	0.4 	0.5 	-0.2 	-0.8 	0.4 	0.0 	-5.4 	-10.7 	15.2 	-2.1 	1.0 	1.0 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,LT	1.7 	1.0 	1.6 	0.7 	0.5 	0.8 	-1.8 	2.9 	0.5 	1.1 	1.8 	0.6 	-1.0 	-4.2 	7.4 	-0.8 	1.3 	0.7 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,LU	-2.4 	-0.4 	0.8 	-0.1 	0.5 	-1.5 	-0.1 	-0.6 	-1.1 	1.2 	-0.1 	-0.8 	-1.9 	-6.6 	7.8 	1.4 	1.0 	: 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,LV	1.2 	1.4 	0.1 	-0.3 	0.3 	2.0 	0.7 	1.5 	-0.8 	1.8 	-0.6 	-0.3 	-2.1 	-2.5 	5.0 	1.4 	2.4 	-1.2 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,MT	3.7 	-0.6 	0.6 	-1.3 	-0.8 	1.6 	1.6 	-1.4 	-0.9 	0.9 	0.1 	0.3 	-5.6 	-12.7 	6.4 	4.6 	2.0 	-1.1 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,NL	-0.1 	0.2 	0.1 	0.1 	-0.4 	0.0 	-0.3 	0.0 	0.1 p	0.1 p	0.2 p	0.1 p	-2.0 p	-5.8 p	5.9 p	0.2 p	-0.6 p	1.9 p	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,NO	0.5 	0.3 	0.3 	-0.7 	0.1 	-0.2 	0.3 	-0.4 	-0.6 	-0.3 	-0.2 	1.6 	-1.7 	-1.9 	4.3 	-0.1 	-0.2 	0.7 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,PL	0.7 	0.4 	1.2 	2.0 	1.0 	0.3 	1.6 	1.9 	1.8 	-0.3 	1.5 	0.7 	-0.8 p	-8.1 p	7.1 p	-1.1 p	1.7 d	0.8 d	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,PT	0.2 	-0.5 	0.2 	0.1 	-0.1 	0.7 	0.1 	0.0 	0.3 	1.1 	0.1 	0.8 	-3.8 	-10.9 	12.0 	-1.6 	-2.4 	3.0 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,RO	2.0 	-2.5 	4.1 	1.6 	0.2 	1.0 	1.1 	1.0 	1.9 p	0.1 p	1.2 p	-0.4 p	1.5 p	-8.3 p	4.5 p	2.0 p	14.2 b	0.5 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,SE	-0.4 	0.5 	0.6 	-0.2 	-0.3 	0.6 	-0.5 	1.1 	0.4 	0.2 	0.4 	0.1 	-0.5 	-6.2 	6.9 	-0.3 	0.5 	0.5 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,SI	1.1 	0.4 	0.0 	1.6 	-0.7 	0.5 	0.5 	0.5 	0.0 	-0.9 	0.9 	1.2 	-5.0 	-7.4 	11.6 	-0.6 	1.1 	1.6 	: 	: 	: 	: 	: 	: 
Q,CLV_PCH_PRE,SCA,RLPR_PER,SK	0.4 	0.3 	0.2 	0.6 	0.2 	0.6 	0.5 	0.1 	0.5 	0.1 	0.3 	0.7 	-3.8 	-5.6 	9.1 	0.5 	-0.3 	1.2 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,NULC_HW,AT	104.374 	126.099 	102.955 	118.782 	106.324 	130.480 	106.607 	120.064 	108.506 	132.787 	107.637 	124.853 	114.724 	151.432 	113.333 	132.020 	119.596 	140.228 	113.454 	132.622 	119.702 	143.029 	117.423 	138.265 
Q,I10,NSA,NULC_HW,BG	150.261 	145.090 	135.903 	132.335 	162.432 	154.878 	143.113 	141.388 	167.674 	161.262 	145.719 	146.009 	179.788 	176.712 	156.474 	161.189 	186.991 	184.438 	164.912 	165.241 	206.506 p	216.588 p	190.220 p	: 
Q,I10,NSA,NULC_HW,CY	89.164 	87.013 	82.038 	102.607 	89.993 	87.331 	82.622 	103.392 	91.548 	90.655 	84.118 	106.327 	93.294 	98.006 	85.455 	107.002 	89.881 p	97.127 p	84.455 p	105.177 p	90.596 p	97.338 p	85.073 p	107.295 p
Q,I10,NSA,NULC_HW,CZ	111.045 	107.910 	107.954 	113.280 	117.541 	114.860 	115.262 	119.634 	123.312 	120.020 	118.107 	123.909 	130.437 	128.186 	126.341 	134.179 	130.052 	130.551 	130.946 	137.101 	136.886 	134.854 	136.163 	144.886 
Q,I10,NSA,NULC_HW,DE	105.557 	111.118 	109.598 	120.300 	108.520 	113.152 	114.374 	124.536 	111.827 p	118.130 p	117.085 p	127.943 p	115.276 p	126.339 p	118.293 p	128.933 p	116.881 p	120.139 p	121.256 p	133.095 p	119.637 p	124.577 p	125.118 p	140.988 p
Q,I10,NSA,NULC_HW,DK	103.907 	104.470 	101.340 	102.041 	105.453 	105.983 	102.141 	102.266 	106.924 	107.053 	103.420 	104.273 	109.551 	115.289 	105.885 	106.546 	111.171 	112.119 	107.932 	107.934 	114.724 	114.990 	110.741 	112.236 
Q,I10,NSA,NULC_HW,EA	101.885 	107.301 	102.867 	111.139 	103.213 	108.780 	105.483 	113.542 	105.556 	111.252 	106.772 	115.719 	109.110 	118.643 	109.822 	118.613 	110.624 	115.003 	111.365 	120.346 	112.930 	118.225 	114.773 	126.781 
Q,I10,NSA,NULC_HW,EA12	101.654 	107.195 	102.758 	111.046 	102.900 	108.602 	105.358 	113.409 	105.165 	110.956 	106.549 	115.524 	108.627 	118.317 	109.596 	118.342 	110.122 	114.559 	111.074 	120.046 	112.313 	117.635 	114.314 	126.335 
Q,I10,NSA,NULC_HW,EA19	101.885 	107.301 	102.867 	111.139 	103.213 	108.780 	105.483 	113.542 	105.556 	111.252 	106.772 	115.719 	109.110 	118.643 	109.822 	118.613 	110.624 	115.003 	111.365 	120.346 	112.930 	118.225 	114.773 	126.781 
Q,I10,NSA,NULC_HW,EA20	101.781 	107.162 	102.700 	110.953 	103.127 	108.649 	105.323 	113.361 	105.449 	111.126 	106.602 	115.518 	108.995 	118.532 	109.680 	118.457 	110.529 	114.883 	111.211 	120.194 	112.839 	118.098 	114.632 	126.634 
Q,I10,NSA,NULC_HW,EE	128.413 	131.692 	129.760 	129.436 	136.219 	139.508 	139.879 	139.201 	146.817 	154.286 	141.810 	138.855 	151.261 	156.190 	149.160 	146.179 	149.957 	155.772 	149.362 	150.337 	162.693 	179.560 	172.543 	176.799 
Q,I10,NSA,NULC_HW,EL	93.014 	95.422 	83.002 	95.583 	91.752 	93.618 	82.339 	94.137 	91.261 p	93.597 p	80.964 p	93.843 p	93.963 p	104.849 p	89.010 p	98.837 p	95.146 p	96.780 p	84.180 p	98.579 p	92.422 p	92.271 p	83.388 p	97.774 p
Q,I10,NSA,NULC_HW,ES	93.612 	95.307 	93.959 	97.477 	94.334 	96.265 	96.341 	99.594 	97.940 	101.127 	100.086 	103.614 	103.877 p	110.596 p	106.184 p	110.697 p	108.918 p	108.601 p	107.785 p	110.378 p	107.488 p	108.191 p	108.496 p	113.197 p
Q,I10,NSA,NULC_HW,EU15	103.923 	107.369 	103.431 	109.273 	104.645 	108.508 	105.819 	111.595 	107.308 	111.264 	107.285 	114.193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,NULC_HW,EU27_2020	101.748 	106.773 	103.111 	108.853 	103.253 	108.113 	105.335 	110.956 	105.439 	110.386 	106.494 	112.993 	108.904 	117.812 	109.630 	116.076 	110.627 	114.347 	111.131 	117.595 	113.003 	117.674 	114.699 	123.894 
Q,I10,NSA,NULC_HW,EU28	103.470 	106.971 	103.055 	107.924 	104.544 	108.234 	105.387 	110.190 	107.231 	110.957 	106.878 	112.797 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,NULC_HW,FI	106.670 	106.133 	108.696 	98.502 	107.310 	108.694 	112.116 	102.902 	110.948 	110.701 	112.918 	103.738 	114.623 	112.915 	112.317 	101.920 	117.093 	114.923 	118.795 	106.185 	119.492 	117.819 	124.548 	110.769 
Q,I10,NSA,NULC_HW,FR	104.624 	106.360 	106.904 	108.299 	105.442 	107.262 	107.766 	108.846 	105.016 	106.112 	106.522 	108.522 	109.123 	116.185 	110.163 	110.936 	109.791 	110.866 	112.306 	114.016 	114.261 	115.984 	117.554 	120.950 
Q,I10,NSA,NULC_HW,HR	96.607 	95.172 	83.362 	89.777 	101.091 	98.189 	86.921 	92.840 	99.662 	99.576 	87.044 	92.979 	102.080 	113.159 	97.213 	103.088 	107.179 p	105.251 p	94.286 p	104.330 p	105.692 p	107.240 p	99.806 p	113.200 p
Q,I10,NSA,NULC_HW,HU	119.746 	117.697 	113.109 	115.600 	126.237 	120.010 	115.602 	118.498 	128.331 	124.189 	118.325 	122.458 	131.127 	139.469 	124.896 	128.849 	141.368 p	134.065 p	128.233 p	131.819 p	160.054 p	143.211 p	143.632 p	153.102 p
Q,I10,NSA,NULC_HW,IE	85.144 	85.421 	77.143 	76.846 	80.011 	80.465 	75.576 	78.563 	82.151 	82.189 	74.755 	79.519 	80.636 	72.185 	65.293 	78.050 	69.281 	72.042 	68.481 	75.008 	72.577 	72.714 	66.060 	72.281 
Q,I10,NSA,NULC_HW,IT	97.676 	103.318 	96.257 	115.528 	97.433 	106.208 	98.529 	117.309 	100.300 	106.502 	99.012 	119.358 	102.518 	108.806 	101.975 	120.098 	102.734 	109.500 	102.619 	121.071 	104.395 	112.509 	103.711 	128.580 
Q,I10,NSA,NULC_HW,LT	129.429 	132.690 	118.121 	127.420 	137.556 	137.578 	125.305 	133.533 	144.131 	147.030 	132.998 	142.785 	152.393 	153.004 	134.189 	151.587 	158.859 	165.944 	145.337 	160.596 	182.094 	192.815 	163.389 	184.950 
Q,I10,NSA,NULC_HW,LU	116.320 	116.912 	113.682 	127.969 	118.778 	121.788 	119.694 	137.587 	125.409 	125.596 	123.088 	139.047 	129.778 	129.714 	126.881 	145.661 	130.080 	135.393 	133.539 	153.889 	139.797 p	148.731 p	140.325 p	: 
Q,I10,NSA,NULC_HW,LV	135.931 	133.218 	125.596 	130.639 	142.546 	139.894 	133.204 	135.690 	151.692 	146.127 	138.382 	143.686 	161.878 	155.132 	143.794 	145.052 	160.635 	158.587 	154.091 	154.742 	171.389 	175.850 	168.352 	175.487 
Q,I10,NSA,NULC_HW,MT	115.435 	113.947 	109.638 	115.138 	128.076 	121.798 	117.596 	123.794 	131.230 	126.530 	124.468 	128.484 	137.809 	145.389 	142.355 	141.686 	141.068 	141.045 	132.485 	137.808 	141.900 	141.543 	138.013 	145.943 
Q,I10,NSA,NULC_HW,NL	98.785 	117.024 	100.085 	106.613 	101.401 	117.879 	103.211 	109.314 	105.542 	122.211 	104.645 	113.244 	112.389 p	134.652 p	114.691 p	122.983 p	117.454 p	129.009 p	112.208 p	118.258 p	117.726 p	130.996 p	119.430 p	: 
Q,I10,NSA,NULC_HW,NO	111.712 	129.621 	116.593 	116.740 	117.645 	132.374 	121.283 	121.608 	121.383 	139.364 	126.983 	126.716 	125.277 	144.454 	126.460 	126.706 	129.356 	144.488 	129.376 	130.186 	132.651 	151.638 	136.848 	136.861 
Q,I10,NSA,NULC_HW,PL	109.286 	109.704 	113.456 	100.896 	109.599 	112.304 	115.328 	104.346 	114.394 	115.406 	120.023 	109.086 	120.134 	127.756 	126.508 	117.143 	126.234 	124.806 	124.240 	116.722 	129.021 p	138.274 p	141.147 p	132.198 p
