Month,Total number of employees,Number of employees that left,Run
35,440,13,44
36,427,15,44
37,434,15,44
38,428,9,44
39,426,10,44
40,416,6,44
41,437,16,44
42,432,11,44
43,426,11,44
44,427,7,44
45,425,3,44
46,426,5,44
47,426,8,44
48,418,8,44
49,410,6,44
50,409,16,44
51,393,5,44
52,388,7,44
53,402,7,44
54,399,7,44
55,423,8,44
56,418,13,44
57,435,10,44
58,436,10,44
59,435,5,44
60,437,4,44
61,438,5,44
62,440,6,44
63,441,3,44
64,438,8,44
65,433,6,44
66,431,6,44
67,425,6,44
68,425,11,44
69,433,6,44
70,435,10,44
71,436,6,44
72,436,5,44
73,435,7,44
74,441,10,44
75,439,5,44
76,434,8,44
77,426,10,44
78,425,8,44
79,425,5,44
80,423,9,44
81,425,5,44
82,426,6,44
83,421,5,44
84,422,6,44
85,416,8,44
86,427,5,44
87,422,7,44
88,423,2,44
89,423,7,44
90,416,12,44
91,410,9,44
92,405,7,44
93,425,7,44
94,418,11,44
95,444,13,44
96,442,16,44
97,434,11,44
98,425,8,44
99,424,12,44
100,414,17,44
101,406,16,44
102,401,3,44
103,401,5,44
104,407,6,44
105,405,9,44
106,403,5,44
107,417,4,44
108,416,5,44
109,416,4,44
110,417,3,44
111,414,6,44
112,408,5,44
113,419,6,44
114,413,9,44
115,409,1,44
116,408,6,44
117,419,8,44
118,413,8,44
119,413,7,44
120,432,4,44
0,462,1,45
1,461,5,45
2,467,4,45
3,463,4,45
4,459,12,45
5,448,3,45
6,462,6,45
7,473,5,45
8,474,8,45
9,466,5,45
10,461,8,45
11,458,8,45
12,455,7,45
13,461,4,45
14,457,13,45
15,444,11,45
16,456,6,45
17,450,7,45
18,447,9,45
19,449,4,45
20,448,6,45
21,443,7,45
22,436,10,45
23,445,15,45
24,438,10,45
25,437,9,45
26,434,8,45
27,435,9,45
28,435,4,45
29,436,5,45
30,435,2,45
31,449,6,45
32,443,8,45
33,435,3,45
34,432,10,45
35,439,10,45
36,431,11,45
37,427,15,45
38,431,7,45
39,430,6,45
40,442,9,45
41,439,10,45
42,437,11,45
43,428,6,45
44,429,7,45
45,432,10,45
46,430,4,45
47,432,3,45
48,434,3,45
49,436,4,45
50,454,5,45
51,449,5,45
52,444,8,45
53,436,13,45
54,439,15,45
55,424,13,45
56,430,8,45
57,432,15,45
58,427,6,45
59,425,8,45
60,424,4,45
61,437,6,45
62,435,4,45
63,434,5,45
64,449,4,45
65,445,5,45
66,440,5,45
67,435,6,45
68,450,6,45
69,449,4,45
70,445,10,45
71,459,7,45
72,452,15,45
73,437,11,45
74,440,6,45
75,434,5,45
76,429,9,45
77,420,15,45
78,408,5,45
79,411,7,45
80,410,14,45
81,407,9,45
82,401,9,45
83,427,10,45
84,417,8,45
85,429,10,45
86,419,11,45
87,417,8,45
88,416,9,45
89,411,14,45
90,406,11,45
91,399,13,45
92,393,11,45
93,394,6,45
94,395,9,45
95,395,6,45
96,407,7,45
97,407,5,45
98,402,1,45
99,404,10,45
100,406,11,45
101,400,15,45
102,393,12,45
103,394,8,45
104,386,6,45
105,380,14,45
106,372,13,45
107,390,9,45
108,391,9,45
109,393,7,45
110,406,8,45
111,398,12,45
112,390,4,45
113,391,11,45
114,404,5,45
115,405,8,45
116,409,5,45
117,414,8,45
118,422,5,45
119,422,7,45
120,415,9,45
0,410,4,46
1,411,5,46
2,425,3,46
3,427,7,46
4,450,5,46
5,448,6,46
6,442,11,46
7,436,5,46
8,433,5,46
9,438,4,46
10,434,6,46
11,428,5,46
12,429,5,46
13,424,7,46
14,417,9,46
15,419,13,46
16,410,7,46
17,419,11,46
18,415,13,46
19,432,5,46
20,431,8,46
21,432,9,46
22,429,5,46
23,448,4,46
24,444,5,46
25,441,8,46
26,438,6,46
27,445,7,46
28,438,16,46
29,456,13,46
30,446,7,46
31,442,7,46
32,443,4,46
33,445,10,46
34,441,2,46
35,439,12,46
36,433,13,46
37,426,4,46
38,427,6,46
39,444,9,46
40,438,13,46
41,446,7,46
42,447,8,46
43,445,9,46
44,446,3,46
45,446,8,46
46,444,8,46
47,439,5,46
48,437,10,46
49,427,3,46
50,424,7,46
51,427,11,46
52,427,7,46
53,420,4,46
54,416,8,46
55,409,10,46
56,411,9,46
57,406,5,46
58,405,5,46
59,405,7,46
60,419,5,46
61,437,3,46
62,437,9,46
63,435,2,46
64,456,1,46
65,455,7,46
66,448,4,46
67,453,3,46
68,450,7,46
69,443,9,46
70,443,10,46
71,440,12,46
72,429,12,46
73,440,8,46
74,442,14,46
75,430,9,46
76,441,5,46
77,438,15,46
78,425,9,46
79,446,5,46
80,444,8,46
81,441,7,46
82,445,7,46
83,446,5,46
84,461,8,46
85,459,7,46
86,459,3,46
87,463,5,46
88,463,7,46
89,461,5,46
90,459,5,46
91,458,2,46
92,458,7,46
93,458,7,46
94,465,4,46
95,463,6,46
96,457,7,46
97,450,3,46
98,451,3,46
99,450,8,46
100,451,5,46
101,464,4,46
102,460,3,46
103,458,1,46
104,474,7,46
105,486,4,46
106,482,6,46
107,476,4,46
108,472,7,46
109,465,12,46
110,453,9,46
111,444,9,46
112,442,9,46
113,434,11,46
114,423,7,46
115,450,12,46
116,447,8,46
117,445,14,46
118,441,4,46
119,448,9,46
120,444,4,46
0,410,9,47
1,415,6,47
2,423,8,47
3,447,4,47
4,446,4,47
5,446,5,47
6,449,8,47
7,441,7,47
8,438,10,47
9,436,10,47
10,438,6,47
11,437,11,47
12,437,7,47
13,442,8,47
14,437,6,47
15,435,6,47
16,445,3,47
17,445,7,47
18,459,8,47
19,458,6,47
20,459,2,47
21,461,3,47
22,462,5,47
23,459,8,47
24,451,6,47
25,447,6,47
26,448,2,47
27,465,3,47
28,463,3,47
29,461,3,47
30,458,7,47
31,451,4,47
32,447,8,47
33,439,8,47
34,441,8,47
35,441,10,47
36,438,5,47
37,440,4,47
38,443,5,47
39,443,2,47
40,441,4,47
41,437,11,47
42,426,13,47
43,413,12,47
44,401,13,47
45,410,9,47
46,415,4,47
47,415,8,47
48,407,9,47
49,398,12,47
50,409,9,47
51,408,15,47
52,405,7,47
53,407,5,47
54,402,6,47
55,423,16,47
56,407,8,47
57,403,6,47
58,425,10,47
59,422,10,47
60,417,4,47
61,415,6,47
62,409,6,47
63,413,6,47
64,414,1,47
65,421,4,47
66,432,6,47
67,430,1,47
68,429,6,47
69,423,14,47
70,447,7,47
71,444,9,47
72,442,4,47
73,443,6,47
74,437,8,47
75,429,10,47
76,419,11,47
77,408,8,47
78,436,14,47
79,430,10,47
80,427,12,47
81,420,10,47
82,422,8,47
83,423,9,47
84,414,10,47
85,415,16,47
86,412,7,47
87,408,5,47
88,405,7,47
89,398,4,47
90,409,4,47
91,405,8,47
92,397,9,47
93,388,15,47
94,389,21,47
95,399,6,47
96,415,7,47
97,417,7,47
98,416,15,47
99,404,9,47
100,408,11,47
101,403,3,47
102,400,12,47
103,399,12,47
104,395,9,47
105,412,2,47
106,428,8,47
107,428,9,47
108,419,3,47
109,428,8,47
110,427,5,47
111,437,4,47
112,433,3,47
113,430,11,47
114,419,7,47
115,412,7,47
116,405,10,47
117,401,10,47
118,399,9,47
119,397,6,47
120,391,14,47
0,380,10,48
1,370,15,48
2,371,9,48
3,370,11,48
4,368,11,48
5,362,7,48
6,369,9,48
7,368,4,48
8,370,5,48
9,398,11,48
10,397,8,48
11,395,7,48
12,388,10,48
13,378,13,48
14,365,12,48
15,376,8,48
16,399,15,48
17,395,9,48
18,394,13,48
19,392,6,48
20,390,6,48
21,384,4,48
22,380,9,48
23,371,7,48
24,392,14,48
25,408,5,48
26,409,13,48
27,404,6,48
28,398,3,48
29,397,3,48
30,408,9,48
31,399,7,48
32,416,7,48
33,437,7,48
34,444,7,48
35,441,7,48
36,439,4,48
37,438,5,48
38,435,7,48
39,431,12,48
40,440,5,48
41,435,3,48
42,432,7,48
43,432,10,48
44,429,8,48
45,438,9,48
46,435,10,48
47,434,10,48
48,430,9,48
49,421,6,48
50,415,10,48
51,405,9,48
52,398,6,48
53,400,8,48
54,401,9,48
55,412,8,48
56,427,4,48
57,427,7,48
58,424,7,48
59,425,4,48
60,424,8,48
61,427,4,48
62,428,14,48
63,425,10,48
64,415,4,48
65,411,11,48
66,418,11,48
67,410,13,48
68,422,6,48
69,433,9,48
70,424,13,48
71,418,6,48
72,436,6,48
73,438,2,48
74,450,10,48
75,446,6,48
76,450,7,48
77,460,11,48
78,456,2,48
79,458,5,48
80,459,6,48
81,453,7,48
82,446,11,48
83,435,5,48
84,431,11,48
85,450,6,48
86,463,4,48
87,461,4,48
88,457,7,48
89,473,10,48
90,469,3,48
91,466,13,48
92,453,3,48
93,450,9,48
94,441,8,48
95,433,6,48
96,456,4,48
97,452,13,48
98,439,7,48
99,432,15,48
100,422,10,48
101,417,11,48
102,413,8,48
103,411,8,48
104,416,5,48
105,430,7,48
106,427,9,48
107,426,11,48
108,439,8,48
109,447,4,48
110,450,6,48
111,444,6,48
112,449,11,48
113,445,6,48
114,451,11,48
115,449,6,48
116,448,6,48
117,447,6,48
118,447,5,48
119,442,9,48
120,452,11,48
0,451,10,49
1,451,11,49
2,450,6,49
3,447,8,49
4,445,5,49
5,446,4,49
6,446,2,49
7,446,4,49
8,465,4,49
9,462,4,49
10,461,3,49
11,458,5,49
12,453,12,49
13,445,8,49
14,448,4,49
15,448,15,49
16,442,10,49
17,438,9,49
18,432,8,49
19,448,12,49
20,442,8,49
21,435,11,49
22,424,9,49
23,424,9,49
24,426,7,49
25,442,8,49
26,434,5,49
27,429,13,49
28,433,10,49
29,431,16,49
30,425,8,49
31,423,12,49
32,421,5,49
33,422,7,49
34,423,12,49
35,421,9,49
36,431,7,49
37,424,9,49
38,419,10,49
39,409,14,49
40,399,8,49
41,397,11,49
42,417,6,49
43,414,8,49
44,418,3,49
45,415,6,49
46,412,9,49
47,411,11,49
48,406,6,49
49,405,7,49
50,422,4,49
51,419,11,49
52,415,8,49
53,409,3,49
54,410,5,49
55,420,4,49
56,421,5,49
57,419,1,49
58,422,4,49
59,420,7,49
60,427,8,49
61,428,7,49
62,421,7,49
63,421,7,49
64,414,6,49
65,408,7,49
66,415,11,49
67,419,11,49
68,414,9,49
69,405,12,49
70,393,8,49
71,391,12,49
72,384,7,49
73,398,12,49
74,414,11,49
75,426,10,49
76,427,3,49
77,424,8,49
78,416,7,49
79,414,9,49
80,413,10,49
81,411,12,49
82,406,5,49
83,410,8,49
84,412,5,49
85,413,4,49
86,427,10,49
87,428,5,49
88,428,3,49
89,428,5,49
90,430,6,49
91,428,2,49
92,426,5,49
93,458,7,49
94,468,10,49
95,474,2,49
96,472,5,49
97,470,2,49
98,474,5,49
99,472,5,49
100,473,3,49
101,473,4,49
102,469,5,49
103,464,11,49
104,453,7,49
105,446,13,49
106,433,8,49
107,425,11,49
108,414,17,49
109,410,13,49
110,404,9,49
111,413,5,49
112,413,2,49
113,421,5,49
114,416,10,49
115,407,15,49
116,421,9,49
117,420,6,49
118,418,8,49
119,412,9,49
120,403,8,49
0,444,6,50
1,447,6,50
2,444,9,50
3,441,7,50
4,439,9,50
5,437,5,50
6,445,3,50
7,452,7,50
8,450,3,50
9,451,5,50
10,453,6,50
11,468,4,50
12,477,2,50
13,476,6,50
14,475,5,50
15,470,4,50
16,468,4,50
17,465,4,50
18,473,8,50
19,469,7,50
20,463,4,50
21,459,3,50
22,461,5,50
23,456,5,50
24,451,2,50
25,452,7,50
26,445,5,50
27,444,5,50
28,445,8,50
29,442,2,50
30,462,4,50
31,460,7,50
32,468,3,50
33,469,2,50
34,469,6,50
35,467,2,50
36,467,3,50
37,468,1,50
38,467,7,50
39,462,5,50
40,468,2,50
41,468,2,50
42,466,8,50
43,462,4,50
44,470,3,50
45,468,3,50
46,465,5,50
47,483,4,50
48,479,6,50
49,474,6,50
50,474,6,50
51,490,8,50
52,491,4,50
53,511,5,50
54,508,1,50
55,509,3,50
56,511,1,50
57,510,3,50
58,507,3,50
59,505,5,50
60,504,5,50
61,503,3,50
62,501,3,50
63,498,5,50
64,493,8,50
65,491,6,50
66,488,2,50
67,486,5,50
68,486,2,50
69,485,1,50
70,485,1,50
71,487,6,50
72,488,0,50
73,495,2,50
74,507,2,50
75,508,3,50
76,508,2,50
77,506,1,50
78,506,2,50
79,504,2,50
80,506,0,50
81,515,1,50
82,514,2,50
83,512,4,50
84,508,6,50
85,502,5,50
86,497,5,50
87,492,8,50
88,484,8,50
89,476,8,50
90,468,4,50
91,464,8,50
92,456,10,50
93,471,7,50
94,464,2,50
95,462,6,50
96,456,3,50
97,460,10,50
98,456,4,50
99,473,2,50
100,472,5,50
101,469,4,50
102,467,4,50
103,467,4,50
104,467,6,50
105,466,4,50
106,463,3,50
107,465,1,50
108,466,3,50
109,465,2,50
110,463,3,50
111,460,4,50
112,456,5,50
113,454,11,50
114,445,3,50
115,446,7,50
116,451,7,50
117,449,5,50
118,466,6,50
119,462,6,50
120,457,2,50
0,460,12,51
1,449,7,51
2,447,8,51
3,445,4,51
4,442,6,51
5,445,6,51
6,449,4,51
7,447,7,51
8,444,4,51
9,440,2,51
10,444,5,51
11,439,5,51
12,434,6,51
13,428,5,51
14,442,7,51
15,443,8,51
16,442,10,51
17,442,7,51
18,438,5,51
19,443,5,51
20,442,6,51
21,438,6,51
22,432,6,51
23,432,3,51
24,433,5,51
25,430,4,51
26,431,4,51
27,441,11,51
28,434,6,51
29,428,10,51
30,418,4,51
31,436,7,51
32,431,6,51
33,425,7,51
34,420,8,51
35,421,11,51
36,433,7,51
37,448,5,51
38,445,6,51
39,462,5,51
40,462,9,51
41,462,4,51
42,460,3,51
43,462,3,51
44,468,7,51
45,466,3,51
46,463,8,51
47,462,6,51
48,460,7,51
49,453,5,51
50,460,3,51
51,460,6,51
52,460,7,51
53,462,11,51
54,460,4,51
55,459,5,51
56,454,3,51
57,451,6,51
58,445,5,51
59,440,5,51
60,435,12,51
61,423,10,51
62,418,10,51
63,414,13,51
64,423,7,51
65,422,7,51
66,415,8,51
67,411,10,51
68,404,9,51
69,409,6,51
70,413,14,51
71,422,12,51
72,414,12,51
73,406,6,51
74,421,12,51
75,433,11,51
76,438,8,51
77,438,5,51
78,441,7,51
79,439,5,51
80,441,10,51
81,436,6,51
82,432,8,51
83,424,6,51
84,419,8,51
85,421,8,51
86,422,8,51
87,419,7,51
88,418,7,51
89,436,7,51
90,435,6,51
91,437,5,51
92,438,7,51
93,439,8,51
94,435,4,51
95,432,7,51
96,448,2,51
97,453,5,51
98,451,4,51
99,452,4,51
100,451,6,51
101,450,5,51
102,446,2,51
103,444,10,51
104,434,3,51
105,431,4,51
106,427,1,51
107,427,5,51
108,422,6,51
109,416,4,51
110,412,12,51
111,400,8,51
112,403,4,51
113,426,8,51
114,422,5,51
115,423,3,51
116,424,3,51
117,421,4,51
118,431,7,51
119,429,6,51
120,423,8,51
0,512,3,52
1,511,2,52
2,514,1,52
3,513,3,52
4,510,4,52
5,506,5,52
6,505,3,52
7,502,2,52
8,510,1,52
9,509,3,52
10,512,3,52
11,509,2,52
12,507,1,52
13,506,6,52
14,508,4,52
15,512,2,52
16,510,1,52
17,511,4,52
18,508,1,52
19,507,3,52
20,504,3,52
21,501,3,52
22,498,2,52
23,499,2,52
24,500,5,52
25,498,5,52
26,499,1,52
27,498,6,52
28,492,5,52
29,498,8,52
30,493,6,52
31,491,9,52
32,488,8,52
33,480,4,52
34,476,5,52
35,472,12,52
36,481,4,52
37,478,7,52
38,471,9,52
39,462,9,52
40,472,12,52
41,462,3,52
42,459,9,52
43,454,6,52
44,466,5,52
45,465,7,52
46,465,7,52
47,460,8,52
48,452,9,52
49,454,8,52
50,471,2,52
51,471,11,52
52,464,13,52
53,460,4,52
54,456,2,52
55,454,12,52
56,462,13,52
57,449,6,52
58,460,7,52
59,453,7,52
60,446,8,52
61,441,5,52
62,441,6,52
63,438,11,52
64,439,6,52
65,441,6,52
66,443,4,52
67,440,9,52
68,435,5,52
69,430,7,52
70,423,4,52
71,439,9,52
72,440,4,52
73,440,6,52
74,441,6,52
75,435,8,52
76,429,10,52
77,447,10,52
78,449,4,52
79,452,7,52
80,462,8,52
81,454,7,52
82,447,6,52
83,441,11,52
84,443,4,52
85,442,3,52
86,442,4,52
87,466,3,52
88,465,7,52
89,464,10,52
90,461,8,52
91,461,5,52
92,460,4,52
93,461,6,52
94,455,9,52
95,446,9,52
96,437,9,52
97,428,15,52
98,427,12,52
99,425,11,52
100,425,5,52
101,422,8,52
102,431,7,52
103,432,5,52
104,444,8,52
105,456,8,52
106,448,5,52
107,443,3,52
108,440,6,52
109,434,5,52
110,436,5,52
111,443,15,52
112,436,5,52
113,439,6,52
114,445,6,52
115,442,13,52
116,440,4,52
117,444,5,52
118,439,9,52
119,455,15,52
120,445,7,52
0,437,8,53
1,429,6,53
2,423,5,53
3,423,6,53
4,417,16,53
5,408,14,53
6,404,19,53
7,400,5,53
8,436,8,53
9,435,12,53
10,432,7,53
11,432,5,53
12,431,4,53
13,433,7,53
14,432,6,53
15,437,4,53
16,438,7,53
17,431,3,53
18,429,9,53
19,421,4,53
20,417,6,53
21,413,8,53
22,408,7,53
23,414,6,53
24,451,7,53
25,459,5,53
26,454,6,53
27,466,7,53
28,459,11,53
29,448,8,53
30,467,11,53
31,465,10,53
32,462,7,53
33,461,9,53
34,452,11,53
35,441,9,53
36,436,7,53
37,431,6,53
38,425,13,53
39,412,11,53
40,425,10,53
41,421,8,53
42,420,7,53
43,415,12,53
44,403,9,53
45,394,10,53
46,384,15,53
47,375,9,53
48,385,12,53
49,387,10,53
50,403,11,53
51,416,2,53
52,427,8,53
53,425,5,53
54,426,9,53
55,426,5,53
56,427,9,53
57,428,6,53
58,433,7,53
59,430,1,53
60,429,7,53
61,425,10,53
62,427,6,53
63,427,10,53
64,417,15,53
65,408,3,53
66,409,5,53
67,421,6,53
68,425,10,53
69,415,5,53
70,423,5,53
71,425,7,53
72,455,12,53
73,451,5,53
74,453,6,53
75,447,3,53
76,447,15,53
77,438,6,53
78,432,9,53
79,423,7,53
80,428,4,53
81,443,14,53
82,449,1,53
83,449,2,53
84,466,5,53
85,474,6,53
86,470,4,53
87,466,7,53
88,459,5,53
89,474,10,53
90,468,6,53
91,463,5,53
92,458,6,53
93,452,11,53
94,441,7,53
95,434,11,53
96,423,17,53
97,422,24,53
98,398,11,53
99,409,14,53
100,405,8,53
101,401,12,53
102,401,8,53
103,403,7,53
104,402,8,53
105,417,5,53
106,425,7,53
107,441,6,53
108,442,9,53
109,440,4,53
110,436,7,53
111,433,8,53
112,425,13,53
113,427,9,53
114,421,8,53
115,413,13,53
116,400,8,53
117,407,19,53
118,406,7,53
119,406,7,53
120,417,12,53
0,413,5,54
1,408,14,54
2,400,7,54
3,401,11,54
4,402,8,54
5,424,5,54
6,419,6,54
7,413,14,54
8,417,12,54
9,418,11,54
10,433,9,54
11,428,9,54
12,429,5,54
13,430,6,54
14,429,11,54
15,427,6,54
16,426,6,54
17,427,8,54
18,433,6,54
19,437,3,54
20,439,11,54
21,437,3,54
22,434,6,54
23,429,7,54
24,445,9,54
25,446,7,54
26,458,5,54
27,458,5,54
28,456,5,54
29,454,4,54
30,450,10,54
31,442,4,54
32,443,7,54
33,442,7,54
34,453,8,54
35,451,10,54
36,451,9,54
37,450,4,54
38,449,6,54
39,443,10,54
40,433,9,54
41,447,4,54
42,447,6,54
43,446,8,54
44,443,9,54
45,439,4,54
46,435,8,54
47,428,12,54
48,416,6,54
49,411,10,54
50,428,7,54
51,421,14,54
52,407,7,54
53,400,4,54
54,406,15,54
55,397,9,54
56,408,13,54
57,403,12,54
58,420,8,54
59,433,7,54
60,426,7,54
61,426,9,54
62,417,4,54
63,413,10,54
64,411,13,54
65,407,13,54
66,401,10,54
67,408,12,54
68,409,6,54
69,408,11,54
70,404,4,54
71,409,8,54
72,410,4,54
73,410,4,54
74,410,3,54
75,423,5,54
76,440,9,54
77,445,6,54
78,445,10,54
79,450,5,54
80,451,3,54
81,451,1,54
82,460,3,54
83,461,4,54
84,457,13,54
85,451,5,54
86,446,10,54
87,436,12,54
88,436,8,54
89,436,5,54
90,440,4,54
91,436,14,54
92,427,6,54
93,421,16,54
94,414,6,54
95,416,8,54
96,408,13,54
97,395,11,54
98,390,9,54
99,388,6,54
100,392,12,54
101,382,10,54
102,400,12,54
103,400,11,54
104,395,5,54
105,415,4,54
106,411,5,54
107,421,8,54
108,422,8,54
109,436,11,54
110,425,8,54
111,417,10,54
112,407,13,54
113,394,15,54
114,391,9,54
115,387,10,54
116,387,14,54
117,377,8,54
118,376,5,54
119,374,5,54
120,374,5,54
0,435,13,55
1,429,5,55
2,424,8,55
3,416,9,55
4,411,11,55
5,421,13,55
6,417,12,55
7,428,8,55
8,426,9,55
9,426,7,55
10,419,10,55
11,423,5,55
12,426,7,55
13,427,8,55
14,442,9,55
15,440,6,55
16,444,2,55
17,445,6,55
18,450,0,55
19,452,1,55
20,451,7,55
21,444,12,55
22,437,5,55
23,432,14,55
24,429,7,55
25,431,8,55
26,430,5,55
27,425,10,55
28,422,4,55
29,421,6,55
30,416,4,55
31,449,5,55
32,450,6,55
33,449,3,55
34,450,3,55
35,447,5,55
36,459,8,55
37,458,6,55
38,458,7,55
39,459,6,55
40,462,12,55
41,457,2,55
42,461,5,55
43,462,1,55
44,462,2,55
45,469,2,55
46,470,3,55
47,467,6,55
48,461,8,55
49,456,4,55
50,452,7,55
51,468,4,55
52,464,14,55
53,456,4,55
54,458,6,55
55,452,5,55
56,447,6,55
57,441,12,55
58,430,13,55
59,455,6,55
60,457,5,55
61,458,9,55
62,453,3,55
63,450,9,55
64,441,6,55
65,435,12,55
66,434,7,55
67,435,5,55
68,465,6,55
69,465,3,55
70,466,9,55
71,457,9,55
72,448,8,55
73,448,9,55
74,448,4,55
75,460,4,55
76,456,6,55
77,450,8,55
78,447,8,55
79,463,8,55
80,466,4,55
81,468,7,55
82,466,3,55
83,463,6,55
84,457,4,55
85,455,8,55
86,453,8,55
87,451,4,55
88,453,6,55
89,452,5,55
90,458,3,55
91,456,2,55
92,456,5,55
93,454,5,55
94,468,2,55
95,469,6,55
96,467,4,55
97,466,3,55
98,463,6,55
99,457,5,55
100,465,8,55
101,457,10,55
102,471,8,55
103,471,11,55
104,469,7,55
105,467,7,55
106,466,2,55
107,465,1,55
108,466,4,55
109,462,6,55
110,456,10,55
111,453,6,55
112,455,12,55
113,454,9,55
114,447,11,55
115,442,10,55
116,432,7,55
117,425,9,55
118,427,8,55
119,425,9,55
120,418,12,55
0,458,9,56
1,453,9,56
2,445,8,56
3,438,12,56
4,432,9,56
5,423,7,56
6,418,11,56
7,407,9,56
8,411,10,56
9,407,11,56
10,403,8,56
11,395,10,56
12,385,8,56
13,377,8,56
14,373,14,56
15,367,8,56
16,369,14,56
17,398,13,56
18,390,11,56
19,387,9,56
20,388,10,56
21,402,13,56
22,400,10,56
23,396,5,56
24,397,2,56
25,398,8,56
26,418,6,56
27,417,5,56
28,412,11,56
29,401,10,56
30,402,10,56
31,414,13,56
32,413,11,56
33,408,9,56
34,400,9,56
35,415,9,56
36,415,4,56
37,417,11,56
38,414,7,56
39,407,9,56
40,421,9,56
41,418,8,56
42,411,15,56
43,409,14,56
44,409,17,56
45,407,9,56
46,406,9,56
47,404,10,56
48,399,8,56
49,400,8,56
50,398,13,56
51,392,7,56
52,385,7,56
53,378,8,56
54,371,4,56
55,373,6,56
56,375,10,56
57,373,9,56
58,383,9,56
59,382,10,56
60,381,7,56
61,385,7,56
62,381,10,56
63,413,7,56
64,412,8,56
65,416,4,56
66,417,4,56
67,415,8,56
68,411,1,56
69,413,3,56
70,416,4,56
71,417,9,56
72,413,4,56
73,412,6,56
74,410,6,56
75,404,7,56
76,397,11,56
77,412,8,56
78,456,7,56
79,457,17,56
80,448,7,56
81,442,9,56
82,442,4,56
83,448,10,56
84,439,8,56
85,431,4,56
86,430,8,56
87,430,7,56
88,426,2,56
89,430,4,56
90,429,6,56
91,431,6,56
92,425,3,56
93,424,8,56
94,417,5,56
95,435,7,56
96,439,5,56
97,434,5,56
98,438,8,56
99,430,3,56
100,427,6,56
101,432,7,56
102,425,4,56
103,447,2,56
104,445,6,56
105,451,5,56
106,455,3,56
107,460,7,56
108,453,4,56
109,449,9,56
110,440,8,56
111,432,9,56
112,423,10,56
113,413,13,56
114,400,18,56
115,391,8,56
116,400,10,56
117,394,13,56
118,403,7,56
119,401,12,56
120,395,8,56
0,460,7,57
1,458,4,57
2,454,7,57
3,447,10,57
4,439,8,57
5,440,5,57
6,438,6,57
7,432,5,57
8,432,4,57
9,428,4,57
10,437,10,57
11,457,6,57
12,455,9,57
13,455,5,57
14,455,9,57
15,446,2,57
16,448,12,57
17,436,6,57
18,456,13,57
19,450,9,57
20,461,11,57
21,450,5,57
22,445,7,57
23,438,17,57
24,433,11,57
25,430,0,57
26,435,7,57
27,433,6,57
28,430,11,57
29,428,9,57
30,426,2,57
31,426,4,57
32,434,7,57
33,429,6,57
34,429,3,57
35,429,3,57
36,447,11,57
37,447,6,57
38,445,4,57
39,441,6,57
40,444,6,57
41,460,8,57
42,457,7,57
43,458,7,57
44,457,3,57
45,462,5,57
46,457,5,57
47,452,8,57
48,446,8,57
49,446,8,57
50,443,12,57
51,431,8,57
52,426,8,57
53,445,7,57
54,442,9,57
55,446,4,57
56,465,8,57
57,462,8,57
58,455,8,57
59,455,6,57
60,456,8,57
61,456,2,57
62,455,4,57
63,457,4,57
64,458,2,57
65,460,7,57
66,461,6,57
67,455,5,57
68,450,5,57
69,445,9,57
70,450,6,57
71,465,9,57
72,463,5,57
73,464,2,57
74,463,1,57
75,462,4,57
76,472,3,57
77,469,8,57
78,461,6,57
79,463,6,57
80,460,9,57
81,451,6,57
82,457,9,57
83,467,3,57
84,470,4,57
85,472,3,57
86,472,5,57
87,471,3,57
88,469,2,57
89,471,6,57
90,473,2,57
91,472,2,57
92,470,5,57
93,465,4,57
94,476,8,57
95,470,6,57
96,464,5,57
97,459,6,57
98,490,10,57
99,486,4,57
100,488,5,57
101,490,5,57
102,507,4,57
103,507,4,57
104,503,7,57
105,499,5,57
106,498,5,57
107,499,4,57
108,501,4,57
109,497,4,57
110,493,5,57
111,488,5,57
112,486,4,57
113,482,6,57
114,476,9,57
115,467,12,57
116,459,11,57
117,449,10,57
118,444,7,57
119,444,13,57
120,441,5,57
0,437,11,58
1,426,11,58
2,415,12,58
3,413,7,58
4,428,6,58
5,427,13,58
6,447,3,58
7,447,5,58
8,446,7,58
9,447,3,58
10,449,2,58
11,451,5,58
12,454,7,58
13,455,3,58
14,455,5,58
15,454,4,58
16,450,1,58
17,449,4,58
18,447,5,58
19,458,8,58
20,476,12,58
21,482,8,58
22,482,8,58
23,479,11,58
24,475,13,58
25,473,7,58
26,473,4,58
27,476,3,58
28,478,4,58
29,474,7,58
30,467,5,58
31,462,10,58
32,461,10,58
33,465,8,58
34,462,9,58
35,475,8,58
36,482,3,58
37,482,4,58
38,482,2,58
39,484,5,58
40,500,3,58
41,497,8,58
42,500,2,58
43,498,4,58
44,494,4,58
45,490,7,58
46,493,6,58
47,487,6,58
48,481,3,58
49,484,10,58
50,474,10,58
51,466,9,58
52,477,11,58
53,466,12,58
54,454,8,58
55,458,8,58
56,457,3,58
57,462,3,58
58,477,8,58
59,482,6,58
60,479,4,58
61,480,7,58
62,473,7,58
63,484,4,58
64,485,5,58
65,480,4,58
66,476,3,58
67,473,6,58
68,482,9,58
69,477,5,58
70,475,5,58
71,476,6,58
72,479,3,58
73,480,7,58
74,473,9,58
75,464,4,58
76,460,5,58
77,455,4,58
78,455,1,58
79,454,8,58
80,446,6,58
81,440,9,58
82,456,10,58
83,448,6,58
84,460,6,58
85,457,7,58
86,461,7,58
87,456,8,58
