Month,Total number of employees,Number of employees that left,Run
50,442,9,15
51,443,9,15
52,440,6,15
53,449,6,15
54,445,4,15
55,462,6,15
56,460,4,15
57,459,3,15
58,458,3,15
59,457,2,15
60,455,4,15
61,455,7,15
62,455,3,15
63,457,6,15
64,451,3,15
65,448,12,15
66,436,7,15
67,429,9,15
68,442,8,15
69,450,4,15
70,446,4,15
71,442,12,15
72,451,11,15
73,449,10,15
74,449,8,15
75,448,8,15
76,447,8,15
77,440,8,15
78,440,5,15
79,435,7,15
80,428,11,15
81,425,15,15
82,421,8,15
83,413,14,15
84,410,10,15
85,402,10,15
86,403,15,15
87,388,12,15
88,397,9,15
89,426,5,15
90,427,8,15
91,427,13,15
92,437,6,15
93,437,10,15
94,427,5,15
95,435,2,15
96,436,10,15
97,426,6,15
98,420,15,15
99,421,8,15
100,422,6,15
101,419,9,15
102,428,15,15
103,440,11,15
104,434,10,15
105,435,9,15
106,435,4,15
107,435,8,15
108,438,9,15
109,436,6,15
110,440,4,15
111,444,4,15
112,442,4,15
113,441,3,15
114,443,4,15
115,439,3,15
116,436,1,15
117,435,7,15
118,428,5,15
119,450,3,15
120,451,7,15
0,440,7,16
1,436,9,16
2,435,9,16
3,426,11,16
4,419,10,16
5,413,3,16
6,414,4,16
7,414,2,16
8,434,7,16
9,427,8,16
10,422,9,16
11,430,9,16
12,428,5,16
13,428,4,16
14,431,7,16
15,428,8,16
16,426,2,16
17,428,6,16
18,422,1,16
19,426,9,16
20,430,5,16
21,440,6,16
22,441,11,16
23,439,2,16
24,438,11,16
25,441,4,16
26,446,2,16
27,446,4,16
28,442,3,16
29,439,9,16
30,439,7,16
31,432,8,16
32,424,8,16
33,416,11,16
34,441,7,16
35,440,9,16
36,431,8,16
37,423,7,16
38,417,4,16
39,417,8,16
40,436,3,16
41,438,8,16
42,452,3,16
43,453,13,16
44,446,4,16
45,447,3,16
46,449,3,16
47,446,5,16
48,448,5,16
49,455,6,16
50,452,3,16
51,449,8,16
52,441,6,16
53,451,8,16
54,454,5,16
55,455,3,16
56,456,5,16
57,474,2,16
58,483,4,16
59,480,5,16
60,479,3,16
61,486,1,16
62,486,3,16
63,485,3,16
64,488,5,16
65,488,3,16
66,485,2,16
67,492,4,16
68,493,4,16
69,493,1,16
70,496,0,16
71,497,1,16
72,497,2,16
73,496,4,16
74,495,4,16
75,491,3,16
76,490,5,16
77,490,2,16
78,495,4,16
79,491,0,16
80,491,4,16
81,487,5,16
82,482,1,16
83,481,6,16
84,475,4,16
85,471,6,16
86,465,4,16
87,461,3,16
88,459,4,16
89,458,5,16
90,453,5,16
91,448,6,16
92,443,12,16
93,431,11,16
94,425,8,16
95,427,8,16
96,423,1,16
97,425,5,16
98,444,3,16
99,452,4,16
100,448,4,16
101,448,3,16
102,449,3,16
103,446,6,16
104,444,5,16
105,443,8,16
106,438,4,16
107,440,4,16
108,456,4,16
109,452,2,16
110,452,4,16
111,448,3,16
112,445,2,16
113,445,7,16
114,443,3,16
115,440,9,16
116,438,5,16
117,448,7,16
118,441,4,16
119,438,1,16
120,437,7,16
0,463,6,17
1,459,4,17
2,455,10,17
3,445,2,17
4,449,9,17
5,462,5,17
6,463,6,17
7,461,5,17
8,460,7,17
9,453,7,17
10,451,6,17
11,468,7,17
12,466,6,17
13,463,5,17
14,470,5,17
15,469,2,17
16,468,3,17
17,469,0,17
18,470,8,17
19,462,5,17
20,457,6,17
21,451,2,17
22,449,3,17
23,446,6,17
24,440,6,17
25,449,8,17
26,449,12,17
27,458,4,17
28,457,5,17
29,452,8,17
30,461,10,17
31,451,10,17
32,441,5,17
33,436,14,17
34,429,13,17
35,443,14,17
36,436,9,17
37,434,7,17
38,427,9,17
39,418,8,17
40,429,15,17
41,441,10,17
42,432,9,17
43,452,11,17
44,447,12,17
45,449,5,17
46,448,8,17
47,440,13,17
48,427,9,17
49,426,12,17
50,427,7,17
51,429,5,17
52,438,5,17
53,437,10,17
54,433,10,17
55,429,7,17
56,422,10,17
57,419,9,17
58,432,11,17
59,431,7,17
60,429,5,17
61,424,8,17
62,416,20,17
63,396,10,17
64,391,9,17
65,405,9,17
66,406,6,17
67,404,6,17
68,425,3,17
69,432,3,17
70,437,6,17
71,437,4,17
72,448,5,17
73,449,6,17
74,450,3,17
75,454,4,17
76,465,3,17
77,463,4,17
78,463,2,17
79,465,2,17
80,467,1,17
81,466,5,17
82,461,7,17
83,458,8,17
84,470,4,17
85,469,8,17
86,461,9,17
87,452,6,17
88,453,12,17
89,464,6,17
90,464,8,17
91,463,4,17
92,466,8,17
93,465,6,17
94,459,6,17
95,456,5,17
96,453,7,17
97,450,7,17
98,445,8,17
99,443,4,17
100,442,5,17
101,437,6,17
102,431,4,17
103,431,9,17
104,430,4,17
105,442,6,17
106,440,6,17
107,434,8,17
108,426,4,17
109,422,4,17
110,435,7,17
111,433,5,17
112,431,8,17
113,431,8,17
114,425,6,17
115,424,7,17
116,418,1,17
117,420,6,17
118,419,7,17
119,412,4,17
120,437,2,17
0,473,6,18
1,485,5,18
2,482,3,18
3,481,4,18
4,477,5,18
5,472,7,18
6,465,6,18
7,459,6,18
8,460,10,18
9,453,8,18
10,452,4,18
11,453,3,18
12,453,5,18
13,448,6,18
14,442,14,18
15,437,13,18
16,429,7,18
17,429,10,18
18,419,10,18
19,413,11,18
20,425,13,18
21,423,5,18
22,425,10,18
23,428,11,18
24,422,6,18
25,425,9,18
26,433,5,18
27,433,4,18
28,433,2,18
29,432,5,18
30,427,10,18
31,417,6,18
32,431,5,18
33,426,4,18
34,424,4,18
35,420,10,18
36,410,7,18
37,403,8,18
38,414,8,18
39,425,11,18
40,420,7,18
41,416,5,18
42,426,5,18
43,421,5,18
44,416,13,18
45,407,10,18
46,422,11,18
47,419,9,18
48,414,8,18
49,419,13,18
50,413,7,18
51,414,8,18
52,418,3,18
53,421,9,18
54,415,8,18
55,408,6,18
56,432,6,18
57,432,12,18
58,429,7,18
59,431,6,18
60,433,7,18
61,426,8,18
62,418,7,18
63,411,4,18
64,417,5,18
65,427,6,18
66,428,4,18
67,432,8,18
68,428,4,18
69,427,2,18
70,429,4,18
71,433,4,18
72,429,7,18
73,430,11,18
74,422,4,18
75,425,11,18
76,431,9,18
77,432,9,18
78,439,5,18
79,434,5,18
80,436,9,18
81,436,9,18
82,431,4,18
83,445,5,18
84,455,4,18
85,455,3,18
86,452,5,18
87,447,4,18
88,451,7,18
89,468,5,18
90,469,10,18
91,462,2,18
92,463,3,18
93,470,4,18
94,470,7,18
95,468,7,18
96,468,5,18
97,465,3,18
98,462,7,18
99,455,13,18
100,442,9,18
101,439,7,18
102,437,7,18
103,437,11,18
104,435,6,18
105,433,4,18
106,447,5,18
107,467,4,18
108,466,2,18
109,474,2,18
110,474,2,18
111,473,1,18
112,474,3,18
113,477,3,18
114,474,1,18
115,473,0,18
116,473,1,18
117,472,3,18
118,488,2,18
119,486,4,18
120,482,2,18
0,438,9,19
1,435,5,19
2,449,12,19
3,447,4,19
4,459,9,19
5,450,6,19
6,444,5,19
7,439,14,19
8,425,5,19
9,422,13,19
10,416,7,19
11,446,6,19
12,445,4,19
13,447,6,19
14,446,3,19
15,454,3,19
16,454,6,19
17,455,5,19
18,455,2,19
19,453,7,19
20,462,3,19
21,459,4,19
22,455,9,19
23,446,5,19
24,441,10,19
25,431,10,19
26,421,13,19
27,410,9,19
28,421,7,19
29,420,5,19
30,420,9,19
31,416,7,19
32,427,5,19
33,425,8,19
34,422,9,19
35,413,9,19
36,407,6,19
37,435,8,19
38,433,6,19
39,434,3,19
40,431,4,19
41,427,7,19
42,439,7,19
43,442,8,19
44,439,5,19
45,449,5,19
46,448,6,19
47,466,5,19
48,468,6,19
49,466,7,19
50,463,6,19
51,457,5,19
52,452,6,19
53,446,5,19
54,457,5,19
55,452,9,19
56,465,9,19
57,462,9,19
58,459,7,19
59,459,8,19
60,454,11,19
61,450,5,19
62,450,5,19
63,452,9,19
64,449,6,19
65,449,7,19
66,448,3,19
67,447,7,19
68,445,1,19
69,444,4,19
70,440,8,19
71,432,5,19
72,427,8,19
73,425,5,19
74,420,3,19
75,417,4,19
76,413,9,19
77,426,9,19
78,428,2,19
79,427,3,19
80,434,6,19
81,433,2,19
82,436,0,19
83,445,1,19
84,446,4,19
85,442,3,19
86,446,4,19
87,447,6,19
88,475,3,19
89,474,3,19
90,477,5,19
91,478,3,19
92,476,1,19
93,480,4,19
94,476,3,19
95,488,5,19
96,487,3,19
97,484,3,19
98,482,3,19
99,479,13,19
100,466,11,19
101,455,14,19
102,441,12,19
103,435,13,19
104,448,11,19
105,437,6,19
106,431,13,19
107,420,14,19
108,426,14,19
109,421,15,19
110,413,7,19
111,416,7,19
112,417,8,19
113,413,2,19
114,412,5,19
115,407,6,19
116,401,12,19
117,391,5,19
118,406,9,19
119,426,5,19
120,421,6,19
0,435,6,20
1,440,6,20
2,440,7,20
3,438,2,20
4,438,1,20
5,437,5,20
6,432,11,20
7,430,4,20
8,426,2,20
9,425,7,20
10,419,4,20
11,438,4,20
12,437,5,20
13,442,6,20
14,453,6,20
15,451,6,20
16,450,6,20
17,457,4,20
18,458,1,20
19,462,4,20
20,461,4,20
21,470,7,20
22,465,5,20
23,461,7,20
24,465,6,20
25,461,3,20
26,458,1,20
27,457,3,20
28,454,0,20
29,454,4,20
30,450,7,20
31,445,4,20
32,446,3,20
33,445,11,20
34,444,8,20
35,441,2,20
36,439,11,20
37,428,6,20
38,431,9,20
39,442,9,20
40,442,7,20
41,441,8,20
42,443,2,20
43,446,7,20
44,458,2,20
45,457,6,20
46,456,2,20
47,459,2,20
48,459,3,20
49,458,4,20
50,461,2,20
51,459,3,20
52,458,5,20
53,460,9,20
54,475,8,20
55,472,0,20
56,474,2,20
57,475,7,20
58,474,3,20
59,474,3,20
60,478,9,20
61,474,5,20
62,469,3,20
63,466,11,20
64,455,9,20
65,453,7,20
66,452,8,20
67,452,7,20
68,450,5,20
69,452,8,20
70,472,6,20
71,468,6,20
72,463,5,20
73,458,6,20
74,456,8,20
75,452,4,20
76,448,6,20
77,442,10,20
78,432,7,20
79,426,5,20
80,423,9,20
81,443,6,20
82,451,12,20
83,445,10,20
84,441,7,20
85,438,9,20
86,448,6,20
87,442,11,20
88,431,6,20
89,430,12,20
90,453,4,20
91,449,9,20
92,445,7,20
93,448,10,20
94,447,9,20
95,445,6,20
96,445,4,20
97,443,5,20
98,441,1,20
99,440,4,20
100,436,6,20
101,436,10,20
102,426,8,20
103,424,13,20
104,423,5,20
105,435,13,20
106,427,7,20
107,420,4,20
108,434,8,20
109,432,12,20
110,426,9,20
111,417,6,20
112,411,16,20
113,395,17,20
114,392,14,20
115,385,7,20
116,395,7,20
117,392,11,20
118,390,9,20
119,410,8,20
120,408,11,20
0,468,4,21
1,464,9,21
2,455,5,21
3,450,8,21
4,442,7,21
5,456,7,21
6,451,16,21
7,435,8,21
8,451,11,21
9,449,12,21
10,452,11,21
11,448,9,21
12,439,6,21
13,436,8,21
14,428,12,21
15,425,10,21
16,421,4,21
17,418,9,21
18,429,12,21
19,425,6,21
20,424,4,21
21,420,6,21
22,432,3,21
23,435,11,21
24,432,7,21
25,438,5,21
26,438,6,21
27,435,6,21
28,436,1,21
29,453,0,21
30,453,6,21
31,447,7,21
32,460,8,21
33,459,9,21
34,456,4,21
35,458,6,21
36,458,3,21
37,456,4,21
38,452,5,21
39,451,4,21
40,450,6,21
41,468,5,21
42,467,5,21
43,479,7,21
44,490,8,21
45,485,3,21
46,482,6,21
47,476,3,21
48,487,4,21
49,503,4,21
50,503,1,21
51,502,6,21
52,496,4,21
53,492,6,21
54,490,5,21
55,485,7,21
56,485,5,21
57,484,4,21
58,483,3,21
59,484,4,21
60,485,4,21
61,484,4,21
62,497,2,21
63,496,3,21
64,502,5,21
65,499,1,21
66,500,1,21
67,499,2,21
68,500,5,21
69,497,1,21
70,496,1,21
71,495,1,21
72,494,4,21
73,490,3,21
74,503,7,21
75,500,6,21
76,494,6,21
77,488,4,21
78,484,4,21
79,480,7,21
80,473,6,21
81,467,15,21
82,452,7,21
83,449,5,21
84,449,9,21
85,460,3,21
86,460,7,21
87,456,9,21
88,450,5,21
89,448,4,21
90,444,9,21
91,450,6,21
92,445,3,21
93,443,6,21
94,437,7,21
95,430,3,21
96,448,4,21
97,458,2,21
98,457,2,21
99,457,4,21
100,453,10,21
101,443,6,21
102,438,6,21
103,435,7,21
104,436,7,21
105,431,7,21
106,424,5,21
107,419,12,21
108,407,11,21
109,413,5,21
110,412,9,21
111,414,13,21
112,420,13,21
113,413,10,21
114,424,9,21
115,433,6,21
116,431,2,21
117,434,12,21
118,430,7,21
119,431,5,21
120,433,0,21
0,443,5,22
1,438,10,22
2,428,12,22
3,428,12,22
4,416,15,22
5,412,11,22
6,401,8,22
7,416,13,22
8,413,9,22
9,415,5,22
10,412,11,22
11,408,5,22
12,422,9,22
13,419,5,22
14,414,4,22
15,438,11,22
16,441,13,22
17,437,9,22
18,435,9,22
19,435,2,22
20,434,8,22
21,426,8,22
22,421,6,22
23,415,6,22
24,425,11,22
25,414,13,22
26,406,13,22
27,393,8,22
28,419,10,22
29,419,13,22
30,413,6,22
31,407,8,22
32,399,11,22
33,397,17,22
34,414,10,22
35,433,10,22
36,448,5,22
37,443,7,22
38,444,10,22
39,456,9,22
40,450,13,22
41,440,12,22
42,437,12,22
43,432,9,22
44,435,5,22
45,432,6,22
46,433,1,22
47,435,9,22
48,426,6,22
49,422,3,22
50,419,6,22
51,414,3,22
52,429,5,22
53,426,4,22
54,429,7,22
55,426,2,22
56,432,9,22
57,426,4,22
58,422,3,22
59,441,10,22
60,431,6,22
61,430,13,22
62,426,6,22
63,420,7,22
64,420,8,22
65,415,5,22
66,435,10,22
67,432,7,22
68,431,11,22
69,427,6,22
70,449,6,22
71,443,7,22
72,441,4,22
73,469,6,22
74,469,10,22
75,465,5,22
76,479,2,22
77,478,3,22
78,478,2,22
79,477,10,22
80,471,4,22
81,470,7,22
82,463,3,22
83,468,1,22
84,467,4,22
85,463,8,22
86,457,8,22
87,465,10,22
88,464,4,22
89,466,7,22
90,481,6,22
91,482,2,22
92,482,5,22
93,484,2,22
94,482,8,22
95,474,6,22
96,468,2,22
97,466,7,22
98,459,9,22
99,450,9,22
100,441,7,22
101,436,13,22
102,429,7,22
103,425,8,22
104,417,6,22
105,416,10,22
106,420,8,22
107,435,6,22
108,435,9,22
109,444,5,22
110,443,12,22
111,440,8,22
112,438,2,22
113,454,6,22
114,456,5,22
115,453,5,22
116,457,3,22
117,457,3,22
118,455,5,22
119,462,2,22
120,460,5,22
0,497,1,23
1,496,5,23
2,497,5,23
3,494,3,23
4,491,6,23
5,486,6,23
6,480,12,23
7,468,3,23
8,465,15,23
9,450,10,23
10,447,13,23
11,442,9,23
12,441,7,23
13,434,8,23
14,426,11,23
15,424,3,23
16,436,10,23
17,431,5,23
18,426,12,23
19,414,13,23
20,417,14,23
21,423,9,23
22,442,12,23
23,435,9,23
24,426,7,23
25,432,12,23
26,425,12,23
27,420,13,23
28,427,8,23
29,423,10,23
30,414,16,23
31,408,11,23
32,410,7,23
33,411,6,23
34,410,5,23
35,416,7,23
36,415,6,23
37,413,11,23
38,411,6,23
39,406,3,23
40,412,11,23
41,401,2,23
42,399,5,23
43,426,5,23
44,431,9,23
45,443,8,23
46,449,7,23
47,444,6,23
48,442,6,23
49,446,6,23
50,445,3,23
51,454,5,23
52,450,8,23
53,446,4,23
54,442,4,23
55,442,8,23
56,441,4,23
57,443,1,23
58,444,4,23
59,442,7,23
60,442,8,23
61,434,10,23
62,424,7,23
63,421,7,23
64,437,6,23
65,436,9,23
66,434,8,23
67,434,6,23
68,434,6,23
69,435,8,23
70,427,7,23
71,435,6,23
72,436,7,23
73,431,9,23
74,422,5,23
75,420,5,23
76,426,2,23
77,447,3,23
78,449,2,23
79,449,4,23
80,446,6,23
81,440,3,23
82,437,6,23
83,449,3,23
84,463,4,23
85,461,7,23
86,458,3,23
87,455,9,23
88,446,9,23
89,441,6,23
90,440,11,23
91,439,7,23
92,440,8,23
93,442,4,23
94,455,5,23
95,452,5,23
96,452,5,23
97,467,4,23
98,467,7,23
99,465,6,23
100,464,5,23
101,462,6,23
102,460,5,23
103,455,2,23
104,453,8,23
105,445,9,23
106,443,5,23
107,438,6,23
108,448,3,23
109,447,7,23
110,463,4,23
111,462,8,23
112,461,4,23
113,463,1,23
114,462,3,23
115,459,4,23
116,455,17,23
117,438,11,23
118,440,7,23
119,438,11,23
120,433,4,23
0,437,6,24
1,431,4,24
2,427,6,24
3,424,13,24
4,411,7,24
5,412,6,24
6,414,8,24
7,419,1,24
8,418,4,24
9,414,4,24
10,415,3,24
11,431,5,24
12,427,7,24
13,420,7,24
14,431,8,24
15,431,8,24
16,434,2,24
17,434,3,24
18,431,4,24
19,427,6,24
20,421,9,24
21,415,6,24
22,429,8,24
23,428,11,24
24,423,5,24
25,422,3,24
26,419,10,24
27,411,3,24
28,410,9,24
29,419,9,24
30,414,12,24
31,409,7,24
32,405,11,24
33,394,8,24
34,399,10,24
35,398,5,24
36,418,3,24
37,432,6,24
38,426,15,24
39,418,12,24
40,411,5,24
41,410,6,24
42,413,6,24
43,411,4,24
44,429,4,24
45,458,4,24
46,454,9,24
47,454,8,24
48,454,3,24
49,456,3,24
50,463,6,24
51,458,2,24
52,456,4,24
53,452,13,24
54,462,9,24
55,462,4,24
56,458,10,24
57,448,7,24
58,441,14,24
59,427,15,24
60,412,13,24
61,399,14,24
62,409,16,24
63,404,12,24
64,399,15,24
65,394,7,24
66,398,13,24
67,394,12,24
68,397,12,24
69,393,2,24
70,411,6,24
71,410,7,24
72,403,3,24
73,419,7,24
74,436,5,24
75,437,6,24
76,432,8,24
77,431,7,24
78,433,7,24
79,426,8,24
80,435,8,24
81,427,12,24
82,416,9,24
83,420,14,24
84,429,11,24
85,431,5,24
86,426,12,24
87,423,10,24
88,421,6,24
89,423,5,24
90,431,1,24
91,444,2,24
92,442,4,24
93,441,9,24
94,442,5,24
95,441,8,24
96,442,4,24
97,444,7,24
98,447,4,24
99,448,5,24
100,443,7,24
101,436,7,24
102,429,5,24
103,429,6,24
104,426,10,24
105,426,7,24
106,446,7,24
107,445,4,24
108,441,9,24
109,438,10,24
110,428,10,24
111,443,5,24
112,447,8,24
113,447,9,24
114,448,2,24
115,446,7,24
116,441,7,24
117,459,6,24
118,453,4,24
119,457,10,24
120,452,6,24
0,386,13,25
1,405,5,25
2,405,5,25
3,403,5,25
4,405,7,25
5,401,10,25
6,391,16,25
7,400,8,25
8,402,12,25
9,395,13,25
10,393,11,25
11,392,6,25
12,409,7,25
13,407,3,25
14,410,7,25
15,403,8,25
16,412,18,25
17,405,8,25
18,408,6,25
19,420,8,25
20,421,4,25
21,423,4,25
22,424,3,25
23,425,1,25
24,427,8,25
25,425,6,25
26,425,11,25
27,422,6,25
28,423,3,25
29,420,8,25
30,412,5,25
31,445,9,25
32,442,7,25
33,443,6,25
34,441,6,25
35,439,8,25
36,438,9,25
37,435,6,25
38,429,11,25
39,425,9,25
40,443,13,25
41,431,6,25
42,425,11,25
43,418,8,25
44,439,8,25
45,439,11,25
46,434,10,25
47,432,8,25
48,437,11,25
49,447,9,25
50,448,2,25
51,448,5,25
52,449,2,25
53,447,7,25
54,453,5,25
55,454,5,25
56,455,5,25
57,453,8,25
58,445,7,25
59,444,3,25
60,463,9,25
61,458,4,25
62,454,4,25
63,450,9,25
64,460,11,25
65,465,6,25
66,465,4,25
67,465,0,25
68,467,2,25
69,468,2,25
70,466,2,25
71,466,4,25
72,462,4,25
73,459,3,25
74,456,2,25
75,454,0,25
76,456,3,25
77,454,8,25
78,450,6,25
79,447,3,25
80,479,3,25
81,478,2,25
82,478,8,25
83,470,6,25
84,464,5,25
85,461,11,25
86,457,3,25
87,458,5,25
88,473,4,25
89,472,3,25
90,474,5,25
91,474,5,25
92,472,4,25
93,474,2,25
94,475,1,25
95,475,2,25
96,481,1,25
97,481,5,25
98,479,5,25
99,478,7,25
100,477,4,25
101,473,4,25
102,472,4,25
103,470,7,25
104,485,3,25
105,486,4,25
106,486,5,25
107,481,3,25
108,478,7,25
109,471,4,25
110,467,7,25
111,460,9,25
112,458,12,25
113,454,6,25
114,459,4,25
115,455,2,25
116,453,5,25
117,448,6,25
118,442,6,25
119,438,16,25
120,450,10,25
0,455,7,26
1,448,8,26
2,440,13,26
3,429,17,26
4,451,8,26
5,466,9,26
6,462,4,26
7,461,6,26
8,458,5,26
9,453,6,26
10,458,2,26
11,456,6,26
12,450,3,26
13,447,3,26
14,444,7,26
15,441,9,26
16,448,6,26
17,446,9,26
18,444,6,26
19,438,10,26
20,428,7,26
21,422,7,26
22,415,9,26
23,406,9,26
24,403,5,26
25,413,8,26
26,410,9,26
27,407,6,26
28,411,7,26
29,404,8,26
30,406,8,26
31,422,5,26
32,424,7,26
33,426,5,26
34,425,5,26
35,422,5,26
36,422,4,26
37,421,6,26
38,435,5,26
39,434,5,26
40,434,6,26
41,434,5,26
42,437,5,26
43,437,3,26
44,444,4,26
45,441,2,26
46,442,3,26
47,442,3,26
48,439,5,26
49,434,4,26
50,434,8,26
51,426,5,26
52,423,11,26
53,437,8,26
54,435,9,26
55,446,6,26
56,446,13,26
57,433,3,26
58,434,6,26
59,430,7,26
60,432,10,26
61,422,16,26
62,428,7,26
63,427,7,26
64,443,8,26
65,438,11,26
66,427,10,26
67,435,4,26
68,437,12,26
69,432,10,26
70,431,12,26
71,431,5,26
72,431,6,26
73,431,6,26
74,428,3,26
75,430,4,26
76,429,8,26
77,429,5,26
78,444,9,26
79,435,6,26
80,429,9,26
81,422,11,26
82,421,3,26
83,424,9,26
84,425,8,26
85,423,2,26
86,426,7,26
87,430,6,26
88,427,3,26
89,429,5,26
90,430,7,26
91,428,1,26
92,428,1,26
93,433,5,26
94,433,6,26
95,436,6,26
96,434,3,26
97,432,6,26
98,426,4,26
99,422,2,26
100,421,7,26
101,436,5,26
102,436,2,26
103,438,7,26
104,433,2,26
105,453,6,26
106,452,5,26
107,482,3,26
108,479,5,26
109,474,8,26
110,466,4,26
111,463,1,26
112,470,6,26
113,478,7,26
114,478,6,26
115,478,2,26
116,479,3,26
117,481,1,26
118,480,2,26
119,479,0,26
120,480,2,26
0,419,12,27
1,408,6,27
2,429,9,27
3,424,8,27
4,420,5,27
5,421,8,27
6,431,7,27
7,429,5,27
8,424,10,27
9,415,2,27
10,413,13,27
11,427,6,27
12,421,11,27
13,428,13,27
14,415,5,27
15,417,17,27
16,407,9,27
17,419,6,27
18,419,7,27
19,433,2,27
20,434,8,27
21,434,8,27
22,432,7,27
23,425,7,27
24,429,9,27
25,420,11,27
26,409,12,27
27,406,13,27
28,403,8,27
29,401,9,27
30,404,9,27
31,396,3,27
32,393,9,27
33,407,8,27
34,399,10,27
35,399,11,27
36,416,8,27
37,412,6,27
38,410,8,27
39,430,9,27
40,421,5,27
41,416,9,27
42,409,12,27
43,401,9,27
44,394,9,27
45,417,9,27
46,424,7,27
47,419,2,27
48,433,3,27
49,432,6,27
50,427,10,27
51,428,8,27
52,431,5,27
53,426,5,27
54,421,7,27
55,414,10,27
56,430,2,27
57,428,2,27
58,427,8,27
59,423,9,27
60,414,10,27
61,411,7,27
62,426,9,27
63,424,4,27
64,424,9,27
65,421,8,27
66,433,8,27
67,433,9,27
68,431,3,27
69,428,6,27
70,425,12,27
71,421,8,27
72,413,7,27
73,424,12,27
74,423,7,27
75,416,12,27
76,421,16,27
77,435,11,27
78,434,6,27
79,431,6,27
80,425,10,27
81,415,12,27
82,403,9,27
83,402,10,27
84,399,12,27
85,401,7,27
86,394,9,27
87,407,9,27
88,406,9,27
89,405,10,27
90,401,5,27
91,396,8,27
92,388,7,27
93,389,17,27
94,383,17,27
95,383,16,27
96,382,7,27
97,389,5,27
98,391,7,27
99,393,8,27
100,391,18,27
101,388,7,27
102,390,5,27
103,389,7,27
104,404,7,27
105,404,5,27
106,404,12,27
107,402,10,27
108,401,7,27
109,400,6,27
110,401,7,27
111,415,4,27
112,418,6,27
113,420,5,27
114,425,6,27
115,426,6,27
116,427,4,27
117,426,6,27
118,423,5,27
119,418,10,27
120,409,10,27
0,422,11,28
1,433,5,28
2,431,6,28
3,432,9,28
4,430,9,28
5,430,6,28
6,428,4,28
7,444,2,28
8,445,3,28
9,442,5,28
10,441,4,28
11,441,3,28
12,441,2,28
13,441,1,28
14,440,3,28
15,437,7,28
16,430,9,28
17,429,9,28
18,443,6,28
19,451,5,28
20,453,5,28
21,452,1,28
22,455,3,28
23,456,5,28
24,451,3,28
25,449,5,28
26,449,4,28
27,465,5,28
28,464,3,28
29,472,5,28
30,472,3,28
31,471,2,28
32,473,5,28
33,473,1,28
34,493,1,28
35,493,2,28
36,494,3,28
37,491,9,28
38,482,6,28
39,489,6,28
40,494,4,28
41,495,0,28
42,495,0,28
43,497,2,28
44,495,1,28
45,494,1,28
46,495,7,28
47,493,4,28
48,495,3,28
49,496,1,28
50,498,3,28
51,497,3,28
52,494,5,28
53,489,6,28
54,483,0,28
55,483,6,28
56,486,6,28
57,480,4,28
58,476,4,28
59,493,10,28
60,483,3,28
61,480,5,28
62,475,3,28
63,472,8,28
64,466,8,28
65,472,6,28
66,475,7,28
67,472,6,28
68,466,9,28
69,457,8,28
70,449,6,28
71,443,7,28
72,436,15,28
73,421,8,28
74,426,5,28
75,421,5,28
76,416,9,28
77,416,10,28
78,418,12,28
79,410,5,28
80,408,8,28
81,405,8,28
82,407,6,28
83,403,7,28
84,411,4,28
85,413,9,28
86,404,8,28
87,396,6,28
88,430,9,28
89,429,13,28
90,420,8,28
91,418,15,28
92,406,9,28
93,421,6,28
94,415,6,28
95,410,16,28
96,412,7,28
97,426,8,28
98,418,11,28
99,409,13,28
100,403,17,28
101,403,12,28
102,397,5,28
103,396,9,28
104,393,4,28
105,393,4,28
106,396,5,28
107,433,7,28
108,434,10,28
109,435,9,28
110,434,5,28
111,434,9,28
112,436,6,28
113,430,5,28
114,425,2,28
115,427,3,28
116,424,5,28
117,426,9,28
118,460,4,28
119,465,7,28
120,463,5,28
0,462,9,29
1,456,5,29
2,452,2,29
3,452,5,29
4,447,4,29
5,443,3,29
6,444,13,29
7,460,9,29
8,457,7,29
9,459,5,29
10,456,6,29
11,450,6,29
12,447,8,29
13,447,8,29
14,445,4,29
15,444,7,29
16,437,5,29
17,432,4,29
18,435,9,29
19,426,6,29
20,445,8,29
21,443,5,29
22,446,6,29
23,462,7,29
24,461,11,29
25,457,6,29
26,451,5,29
27,448,9,29
28,439,11,29
29,444,6,29
30,438,16,29
31,433,8,29
32,430,4,29
33,426,8,29
34,431,10,29
35,427,11,29
36,423,5,29
37,418,10,29
38,408,6,29
39,426,13,29
40,425,4,29
41,426,7,29
42,422,10,29
43,419,4,29
44,415,10,29
45,406,7,29
46,419,6,29
47,413,14,29
48,419,8,29
49,411,8,29
50,409,9,29
51,404,9,29
52,395,8,29
53,394,14,29
54,439,11,29
55,438,9,29
56,433,9,29
57,438,3,29
58,435,7,29
59,428,15,29
60,413,16,29
61,407,8,29
62,406,5,29
63,404,5,29
64,404,8,29
65,406,12,29
66,404,5,29
67,420,9,29
68,419,5,29
69,420,7,29
70,418,3,29
71,428,5,29
72,432,7,29
73,440,5,29
74,441,6,29
75,435,6,29
76,433,9,29
77,453,7,29
78,449,7,29
79,444,7,29
80,437,11,29
81,436,8,29
82,428,10,29
83,418,2,29
84,416,7,29
85,420,7,29
86,459,4,29
87,461,3,29
88,462,5,29
89,468,3,29
90,466,8,29
91,464,4,29
92,465,6,29
93,459,7,29
94,452,3,29
95,458,6,29
96,452,7,29
97,448,4,29
98,447,6,29
99,447,4,29
100,447,7,29
101,455,3,29
102,455,4,29
