Month,Total number of employees,Number of employees that left,Run
25,446,3,44
26,459,1,44
27,458,2,44
28,456,2,44
29,455,1,44
30,462,6,44
31,461,1,44
32,462,5,44
33,461,1,44
34,460,0,44
35,460,1,44
36,462,1,44
37,462,1,44
38,462,0,44
39,462,4,44
40,458,2,44
41,474,1,44
42,475,0,44
43,475,0,44
44,475,0,44
45,476,0,44
46,476,0,44
47,476,0,44
48,476,0,44
49,476,0,44
50,476,0,44
51,476,0,44
52,476,2,44
53,474,1,44
54,473,3,44
55,470,2,44
56,479,1,44
57,478,0,44
58,478,0,44
59,478,0,44
60,478,0,44
61,478,0,44
62,478,1,44
63,477,0,44
64,477,2,44
65,475,1,44
66,476,1,44
67,477,1,44
68,477,3,44
69,478,1,44
70,495,2,44
71,494,0,44
72,496,1,44
73,495,1,44
74,494,3,44
75,508,2,44
76,507,2,44
77,505,1,44
78,504,4,44
79,500,3,44
80,499,1,44
81,499,1,44
82,500,0,44
83,505,2,44
84,504,1,44
85,504,0,44
86,506,2,44
87,506,1,44
88,506,1,44
89,506,1,44
90,505,1,44
91,504,1,44
92,503,0,44
93,503,1,44
94,502,0,44
95,502,3,44
96,499,1,44
97,498,2,44
98,496,2,44
99,494,3,44
100,491,2,44
101,489,9,44
102,480,3,44
103,477,4,44
104,473,7,44
105,466,5,44
106,461,4,44
107,477,2,44
108,475,6,44
109,469,4,44
110,485,1,44
111,484,2,44
112,482,5,44
113,477,4,44
114,479,0,44
115,481,10,44
116,471,6,44
117,475,4,44
118,471,4,44
119,467,8,44
120,459,8,44
0,468,5,45
1,463,8,45
2,455,7,45
3,451,2,45
4,449,5,45
5,444,9,45
6,435,5,45
7,430,5,45
8,427,5,45
9,424,8,45
10,441,6,45
11,441,7,45
12,458,2,45
13,456,5,45
14,451,4,45
15,450,7,45
16,443,4,45
17,439,2,45
18,461,1,45
19,461,6,45
20,457,3,45
21,466,6,45
22,460,1,45
23,459,1,45
24,460,5,45
25,455,2,45
26,459,2,45
27,457,2,45
28,455,7,45
29,454,3,45
30,451,6,45
31,445,7,45
32,456,3,45
33,456,3,45
34,453,3,45
35,450,4,45
36,458,2,45
37,456,4,45
38,456,6,45
39,451,3,45
40,456,7,45
41,452,4,45
42,448,2,45
43,446,9,45
44,437,6,45
45,431,6,45
46,425,4,45
47,421,9,45
48,417,4,45
49,413,5,45
50,408,8,45
51,400,7,45
52,396,3,45
53,398,6,45
54,399,5,45
55,398,6,45
56,434,1,45
57,441,1,45
58,441,4,45
59,453,7,45
60,453,3,45
61,454,0,45
62,454,4,45
63,469,4,45
64,465,7,45
65,458,7,45
66,451,7,45
67,450,6,45
68,448,7,45
69,446,3,45
70,443,7,45
71,436,8,45
72,436,4,45
73,434,1,45
74,441,3,45
75,439,7,45
76,435,2,45
77,433,3,45
78,430,5,45
79,428,1,45
80,433,4,45
81,429,5,45
82,424,2,45
83,424,3,45
84,443,3,45
85,446,5,45
86,461,2,45
87,465,2,45
88,468,1,45
89,468,3,45
90,469,2,45
91,470,1,45
92,489,1,45
93,488,3,45
94,493,4,45
95,492,3,45
96,489,2,45
97,487,2,45
98,487,3,45
99,484,3,45
100,481,2,45
101,490,5,45
102,498,2,45
103,503,4,45
104,503,6,45
105,516,1,45
106,515,3,45
107,512,2,45
108,510,3,45
109,507,0,45
110,507,1,45
111,506,2,45
112,504,1,45
113,503,2,45
114,501,4,45
115,500,4,45
116,498,2,45
117,503,1,45
118,502,1,45
119,501,1,45
120,500,4,45
0,423,6,46
1,434,5,46
2,431,3,46
3,435,7,46
4,428,4,46
5,425,1,46
6,424,3,46
7,421,9,46
8,412,5,46
9,419,1,46
10,419,5,46
11,417,1,46
12,416,2,46
13,415,4,46
14,429,3,46
15,429,1,46
16,429,3,46
17,426,5,46
18,423,4,46
19,444,3,46
20,445,3,46
21,444,0,46
22,444,2,46
23,446,2,46
24,444,8,46
25,442,2,46
26,440,5,46
27,437,2,46
28,435,4,46
29,437,1,46
30,439,4,46
31,437,4,46
32,455,6,46
33,458,2,46
34,474,3,46
35,473,2,46
36,472,1,46
37,472,1,46
38,471,5,46
39,466,5,46
40,461,5,46
41,457,3,46
42,454,4,46
43,454,7,46
44,452,1,46
45,454,3,46
46,452,5,46
47,452,2,46
48,470,3,46
49,483,2,46
50,482,2,46
51,483,1,46
52,482,0,46
53,482,0,46
54,482,1,46
55,481,4,46
56,477,3,46
57,474,2,46
58,472,2,46
59,470,2,46
60,468,1,46
61,470,1,46
62,471,0,46
63,471,2,46
64,469,1,46
65,468,4,46
66,466,4,46
67,482,4,46
68,481,2,46
69,480,4,46
70,476,5,46
71,474,4,46
72,470,6,46
73,469,2,46
74,471,5,46
75,469,2,46
76,468,1,46
77,469,3,46
78,467,1,46
79,483,2,46
80,481,1,46
81,480,3,46
82,477,5,46
83,472,5,46
84,479,5,46
85,478,2,46
86,478,4,46
87,478,3,46
88,479,5,46
89,481,0,46
90,484,2,46
91,485,0,46
92,485,3,46
93,482,5,46
94,477,4,46
95,473,0,46
96,473,1,46
97,472,3,46
98,471,2,46
99,469,0,46
100,481,4,46
101,481,0,46
102,498,2,46
103,496,2,46
104,503,0,46
105,504,4,46
106,505,1,46
107,505,0,46
108,506,0,46
109,506,1,46
110,505,2,46
111,503,1,46
112,509,0,46
113,509,1,46
114,508,3,46
115,506,1,46
116,505,2,46
117,503,0,46
118,503,0,46
119,503,3,46
120,513,1,46
0,440,0,47
1,440,2,47
2,456,4,47
3,456,0,47
4,456,2,47
5,454,9,47
6,464,2,47
7,462,3,47
8,459,3,47
9,466,5,47
10,467,5,47
11,464,1,47
12,463,6,47
13,458,4,47
14,456,2,47
15,454,4,47
16,455,4,47
17,451,1,47
18,450,5,47
19,445,3,47
20,442,6,47
21,438,10,47
22,452,2,47
23,450,4,47
24,446,9,47
25,453,4,47
26,453,3,47
27,453,3,47
28,451,2,47
29,453,2,47
30,452,3,47
31,451,1,47
32,469,1,47
33,468,2,47
34,467,2,47
35,467,0,47
36,467,2,47
37,467,0,47
38,483,1,47
39,482,0,47
40,482,7,47
41,475,6,47
42,484,1,47
43,483,0,47
44,492,0,47
45,492,3,47
46,499,3,47
47,498,1,47
48,497,3,47
49,496,2,47
50,494,1,47
51,493,4,47
52,489,6,47
53,483,3,47
54,480,5,47
55,475,1,47
56,475,2,47
57,473,1,47
58,472,3,47
59,469,3,47
60,466,3,47
61,464,4,47
62,460,3,47
63,457,5,47
64,452,4,47
65,448,4,47
66,465,5,47
67,460,3,47
68,458,3,47
69,472,2,47
70,477,6,47
71,474,1,47
72,480,3,47
73,479,2,47
74,479,4,47
75,477,2,47
76,475,1,47
77,474,4,47
78,470,2,47
79,471,2,47
80,469,5,47
81,464,2,47
82,462,3,47
83,459,2,47
84,475,3,47
85,474,1,47
86,475,3,47
87,475,2,47
88,476,4,47
89,475,1,47
90,474,1,47
91,473,5,47
92,468,2,47
93,486,4,47
94,486,5,47
95,489,6,47
96,488,2,47
97,488,2,47
98,486,2,47
99,484,7,47
100,477,3,47
101,474,6,47
102,468,4,47
103,464,9,47
104,455,5,47
105,450,6,47
106,465,6,47
107,476,3,47
108,473,7,47
109,466,5,47
110,462,4,47
111,460,5,47
112,456,5,47
113,457,5,47
114,452,10,47
115,442,3,47
116,439,2,47
117,437,3,47
118,434,5,47
119,441,3,47
120,441,5,47
0,485,2,48
1,486,3,48
2,485,0,48
3,485,1,48
4,484,1,48
5,483,2,48
6,481,1,48
7,480,1,48
8,484,3,48
9,481,5,48
10,476,1,48
11,475,2,48
12,473,3,48
13,472,4,48
14,473,1,48
15,473,4,48
16,469,1,48
17,468,8,48
18,460,6,48
19,454,6,48
20,448,7,48
21,442,10,48
22,434,6,48
23,444,11,48
24,433,8,48
25,427,7,48
26,428,8,48
27,422,5,48
28,419,8,48
29,424,1,48
30,441,3,48
31,441,3,48
32,440,2,48
33,439,4,48
34,445,5,48
35,457,4,48
36,455,0,48
37,458,4,48
38,454,2,48
39,452,5,48
40,451,2,48
41,449,2,48
42,463,2,48
43,464,1,48
44,468,2,48
45,468,1,48
46,472,4,48
47,471,3,48
48,470,0,48
49,470,1,48
50,469,5,48
51,464,2,48
52,465,4,48
53,461,4,48
54,457,5,48
55,452,8,48
56,444,6,48
57,443,13,48
58,456,7,48
59,460,9,48
60,462,6,48
61,462,3,48
62,463,4,48
63,459,2,48
64,457,2,48
65,464,4,48
66,472,1,48
67,473,2,48
68,473,4,48
69,469,3,48
70,466,3,48
71,463,6,48
72,457,4,48
73,469,9,48
74,462,5,48
75,459,5,48
76,454,2,48
77,457,4,48
78,493,2,48
79,495,5,48
80,495,4,48
81,506,1,48
82,505,0,48
83,505,0,48
84,505,0,48
85,505,1,48
86,504,1,48
87,510,1,48
88,510,3,48
89,509,0,48
90,509,0,48
91,509,1,48
92,518,0,48
93,518,1,48
94,517,0,48
95,518,0,48
96,518,2,48
97,516,0,48
98,516,0,48
99,516,0,48
100,523,1,48
101,522,1,48
102,521,0,48
103,521,0,48
104,521,1,48
105,520,0,48
106,520,1,48
107,519,0,48
108,519,0,48
109,519,1,48
110,518,0,48
111,518,1,48
112,517,1,48
113,524,0,48
114,526,1,48
115,525,0,48
116,530,0,48
117,530,0,48
118,530,0,48
119,530,0,48
120,530,1,48
0,512,0,49
1,512,1,49
2,511,4,49
3,507,0,49
4,507,3,49
5,504,1,49
6,503,0,49
7,503,2,49
8,501,1,49
9,500,1,49
10,499,0,49
11,499,3,49
12,496,4,49
13,492,1,49
14,491,2,49
15,489,4,49
16,485,2,49
17,490,0,49
18,490,1,49
19,489,1,49
20,489,0,49
21,489,3,49
22,486,2,49
23,484,1,49
24,483,2,49
25,484,2,49
26,486,2,49
27,485,5,49
28,480,4,49
29,476,2,49
30,474,2,49
31,472,3,49
32,469,1,49
33,468,3,49
34,465,2,49
35,463,10,49
36,469,6,49
37,481,5,49
38,476,6,49
39,470,5,49
40,465,7,49
41,460,4,49
42,459,3,49
43,459,3,49
44,457,4,49
45,456,2,49
46,454,3,49
47,451,2,49
48,449,4,49
49,445,5,49
50,470,2,49
51,469,2,49
52,468,1,49
53,488,2,49
54,486,6,49
55,480,5,49
56,494,1,49
57,493,4,49
58,489,3,49
59,488,3,49
60,485,2,49
61,486,2,49
62,484,0,49
63,484,1,49
64,483,1,49
65,482,2,49
66,480,5,49
67,475,3,49
68,472,2,49
69,470,2,49
70,468,0,49
71,468,1,49
72,467,2,49
73,465,0,49
74,465,0,49
75,465,1,49
76,464,3,49
77,461,3,49
78,458,5,49
79,466,1,49
80,465,6,49
81,459,7,49
82,452,8,49
83,444,5,49
84,462,5,49
85,474,5,49
86,469,9,49
87,460,5,49
88,456,5,49
89,456,6,49
90,460,4,49
91,461,7,49
92,459,4,49
93,457,1,49
94,457,2,49
95,455,3,49
96,452,6,49
97,446,0,49
98,446,5,49
99,441,5,49
100,438,10,49
101,438,6,49
102,439,4,49
103,437,3,49
104,472,8,49
105,472,2,49
106,470,5,49
107,465,8,49
108,457,7,49
109,450,6,49
110,453,5,49
111,448,11,49
112,437,6,49
113,431,8,49
114,470,4,49
115,471,4,49
116,471,5,49
117,471,2,49
118,470,5,49
119,465,5,49
120,460,5,49
0,453,4,50
1,455,1,50
2,468,2,50
3,466,4,50
4,462,0,50
5,483,1,50
6,482,2,50
7,480,2,50
8,478,4,50
9,474,5,50
10,469,7,50
11,472,1,50
12,472,5,50
13,467,2,50
14,465,4,50
15,473,4,50
16,469,3,50
17,466,3,50
18,463,4,50
19,459,4,50
20,455,2,50
21,453,5,50
22,448,1,50
23,447,2,50
24,445,5,50
25,440,5,50
26,439,3,50
27,439,2,50
28,441,3,50
29,441,1,50
30,442,3,50
31,440,2,50
32,442,3,50
33,441,2,50
34,457,4,50
35,457,1,50
36,459,4,50
37,462,0,50
38,463,1,50
39,462,1,50
40,461,3,50
41,458,2,50
42,456,1,50
43,455,0,50
44,455,2,50
45,453,3,50
46,450,7,50
47,443,6,50
48,437,4,50
49,436,4,50
50,434,5,50
51,429,1,50
52,430,2,50
53,446,1,50
54,447,2,50
55,447,1,50
56,462,1,50
57,462,1,50
58,461,3,50
59,458,1,50
60,457,6,50
61,451,3,50
62,448,5,50
63,443,7,50
64,443,5,50
65,441,2,50
66,441,3,50
67,452,7,50
68,464,1,50
69,464,3,50
70,463,2,50
71,464,0,50
72,464,2,50
73,467,3,50
74,484,2,50
75,485,2,50
76,484,1,50
77,483,1,50
78,482,0,50
79,482,0,50
80,482,3,50
81,479,0,50
82,479,3,50
83,476,5,50
84,471,5,50
85,466,4,50
86,462,3,50
87,471,2,50
88,469,2,50
89,467,0,50
90,467,1,50
91,466,2,50
92,480,1,50
93,499,1,50
94,498,0,50
95,498,0,50
96,498,1,50
97,497,4,50
98,493,1,50
99,492,1,50
100,491,1,50
101,490,3,50
102,487,2,50
103,490,2,50
104,490,1,50
105,490,0,50
106,490,1,50
107,489,1,50
108,488,2,50
109,486,3,50
110,483,2,50
111,481,2,50
112,487,4,50
113,483,4,50
114,479,0,50
115,479,1,50
116,478,1,50
117,478,0,50
118,478,1,50
119,487,2,50
120,485,1,50
0,471,3,51
1,472,3,51
2,469,3,51
3,466,4,51
4,462,4,51
5,458,2,51
6,456,2,51
7,454,1,51
8,470,1,51
9,470,3,51
10,471,1,51
11,471,1,51
12,472,0,51
13,472,2,51
14,470,1,51
15,475,3,51
16,475,0,51
17,475,2,51
18,474,2,51
19,472,1,51
20,471,0,51
21,479,0,51
22,481,0,51
23,481,1,51
24,480,0,51
25,481,3,51
26,478,1,51
27,477,1,51
28,476,1,51
29,475,1,51
30,474,1,51
31,473,1,51
32,472,1,51
33,471,0,51
34,471,0,51
35,471,6,51
36,465,2,51
37,463,6,51
38,469,4,51
39,468,2,51
40,470,0,51
41,470,2,51
42,468,1,51
43,467,3,51
44,464,3,51
45,461,3,51
46,458,1,51
47,457,3,51
48,454,3,51
49,451,6,51
50,445,5,51
51,440,8,51
52,444,7,51
53,464,7,51
54,462,2,51
55,460,1,51
56,459,17,51
57,454,8,51
58,465,3,51
59,466,1,51
60,465,3,51
61,462,2,51
62,460,2,51
63,459,6,51
64,459,1,51
65,460,7,51
66,456,2,51
67,462,0,51
68,473,3,51
69,474,2,51
70,473,2,51
71,471,1,51
72,484,0,51
73,484,1,51
74,483,6,51
75,477,3,51
76,483,2,51
77,481,5,51
78,476,4,51
79,478,5,51
80,473,4,51
81,471,1,51
82,473,3,51
83,473,3,51
84,470,3,51
85,479,2,51
86,479,2,51
87,479,0,51
88,479,3,51
89,476,2,51
90,475,0,51
91,475,3,51
92,472,1,51
93,471,2,51
94,469,2,51
95,498,3,51
96,495,1,51
97,494,1,51
98,493,0,51
99,493,3,51
100,490,2,51
101,488,1,51
102,487,2,51
103,485,2,51
104,483,2,51
105,481,2,51
106,479,2,51
107,478,4,51
108,489,2,51
109,489,1,51
110,489,2,51
111,488,3,51
112,489,2,51
113,487,1,51
114,486,6,51
115,480,4,51
116,476,3,51
117,473,4,51
118,469,5,51
119,464,11,51
120,453,4,51
0,462,2,52
1,460,8,52
2,452,4,52
3,448,6,52
4,442,1,52
5,441,6,52
6,442,3,52
7,439,4,52
8,435,7,52
9,467,5,52
10,471,4,52
11,471,2,52
12,471,1,52
13,472,4,52
14,486,3,52
15,483,3,52
16,481,2,52
17,479,2,52
18,477,4,52
19,473,2,52
20,471,0,52
21,471,1,52
22,475,1,52
23,475,0,52
24,475,0,52
25,476,0,52
26,478,0,52
27,479,0,52
28,479,0,52
29,481,0,52
30,481,2,52
31,479,0,52
32,479,1,52
33,478,1,52
34,493,1,52
35,509,1,52
36,508,0,52
37,508,0,52
38,508,0,52
39,508,1,52
40,507,4,52
41,503,5,52
42,498,9,52
43,489,10,52
44,479,6,52
45,478,3,52
46,475,2,52
47,473,7,52
48,466,4,52
49,464,7,52
50,476,6,52
51,475,5,52
52,471,6,52
53,469,7,52
54,469,2,52
55,470,4,52
56,486,3,52
57,486,5,52
58,484,1,52
59,483,0,52
60,483,2,52
61,481,4,52
62,477,3,52
63,477,2,52
64,475,7,52
65,481,3,52
66,478,3,52
67,475,8,52
68,470,8,52
69,464,6,52
70,462,3,52
71,459,6,52
72,453,3,52
73,450,1,52
74,449,1,52
75,448,7,52
76,441,6,52
77,443,4,52
78,454,5,52
79,449,5,52
80,446,5,52
81,447,2,52
82,448,5,52
83,448,1,52
84,448,1,52
85,448,2,52
86,453,0,52
87,455,0,52
88,457,2,52
89,456,1,52
90,455,4,52
91,458,2,52
92,456,0,52
93,457,1,52
94,468,1,52
95,468,0,52
96,481,1,52
97,480,6,52
98,474,1,52
99,473,5,52
100,468,4,52
101,464,2,52
102,462,5,52
103,457,2,52
104,455,5,52
105,450,6,52
106,444,5,52
107,439,5,52
108,451,1,52
109,467,2,52
110,466,1,52
111,465,2,52
112,477,1,52
113,487,2,52
114,487,1,52
115,487,2,52
116,485,0,52
117,485,1,52
118,484,0,52
119,484,1,52
120,483,4,52
0,427,6,53
1,434,6,53
2,439,4,53
3,442,6,53
4,436,6,53
5,435,7,53
6,428,7,53
7,421,3,53
8,418,12,53
9,406,6,53
10,400,15,53
11,388,11,53
12,396,3,53
13,394,10,53
14,413,4,53
15,421,4,53
16,434,4,53
17,440,5,53
18,435,4,53
19,431,4,53
20,427,12,53
21,422,3,53
22,425,2,53
23,438,6,53
24,436,1,53
25,436,3,53
26,436,4,53
27,432,3,53
28,429,3,53
29,426,5,53
30,421,6,53
31,415,4,53
32,411,2,53
33,422,5,53
34,422,6,53
35,419,4,53
36,415,5,53
37,410,8,53
38,402,7,53
39,396,7,53
40,397,4,53
41,398,4,53
42,418,9,53
43,416,4,53
44,415,6,53
45,414,2,53
46,414,4,53
47,431,6,53
48,431,2,53
49,450,2,53
50,449,3,53
51,449,3,53
52,449,0,53
53,449,1,53
54,465,0,53
55,467,1,53
56,466,2,53
57,465,2,53
58,464,3,53
59,466,0,53
60,480,0,53
61,480,0,53
62,480,1,53
63,483,1,53
64,484,0,53
65,484,4,53
66,480,1,53
67,493,0,53
68,510,2,53
69,508,0,53
70,508,0,53
71,508,1,53
72,507,1,53
73,506,1,53
74,505,3,53
75,502,1,53
76,501,3,53
77,498,1,53
78,515,2,53
79,513,2,53
80,511,1,53
81,510,1,53
82,528,1,53
83,527,3,53
84,524,1,53
85,523,2,53
86,521,1,53
87,520,3,53
88,517,1,53
89,516,2,53
90,514,0,53
91,514,3,53
92,511,5,53
93,506,1,53
94,505,4,53
95,501,0,53
96,501,3,53
97,498,4,53
98,494,3,53
99,491,5,53
100,488,5,53
101,483,6,53
102,477,1,53
103,476,7,53
104,469,6,53
105,469,6,53
106,492,2,53
107,490,3,53
108,487,1,53
109,486,4,53
110,482,5,53
111,477,2,53
112,476,1,53
113,475,3,53
114,472,5,53
115,467,3,53
116,467,3,53
117,464,2,53
118,462,4,53
119,458,3,53
120,457,3,53
0,418,7,54
1,413,9,54
2,404,17,54
3,401,9,54
4,420,15,54
5,415,3,54
6,416,7,54
7,414,4,54
8,412,8,54
9,408,4,54
10,408,5,54
11,406,1,54
12,416,2,54
13,443,1,54
14,442,3,54
15,439,2,54
16,437,3,54
17,434,5,54
18,464,5,54
19,467,6,54
20,466,10,54
21,467,4,54
22,463,0,54
23,463,2,54
24,461,6,54
25,455,4,54
26,451,2,54
27,465,5,54
28,466,7,54
29,459,6,54
30,453,9,54
31,444,5,54
32,453,8,54
33,460,6,54
34,458,3,54
35,459,3,54
36,457,2,54
37,455,5,54
38,450,2,54
39,448,4,54
40,444,6,54
41,445,3,54
42,453,0,54
43,454,3,54
44,455,0,54
45,457,1,54
46,457,2,54
47,458,2,54
48,458,2,54
49,456,6,54
50,463,3,54
51,463,2,54
52,464,4,54
53,464,2,54
54,463,3,54
55,484,3,54
56,481,4,54
57,477,3,54
58,474,3,54
59,471,11,54
60,462,8,54
61,456,6,54
62,470,7,54
63,472,5,54
64,469,7,54
65,465,4,54
66,461,7,54
67,457,13,54
68,451,1,54
69,452,2,54
70,460,2,54
71,462,1,54
72,476,1,54
73,503,0,54
74,503,1,54
75,502,3,54
76,499,5,54
77,494,5,54
78,492,6,54
79,489,4,54
80,489,3,54
81,487,2,54
82,485,5,54
83,480,2,54
84,478,5,54
85,473,4,54
86,469,2,54
87,467,9,54
88,458,10,54
89,448,10,54
90,439,7,54
91,438,9,54
92,434,8,54
93,444,7,54
94,440,9,54
95,436,5,54
96,431,7,54
97,424,7,54
98,436,10,54
99,434,5,54
100,440,3,54
101,455,3,54
102,453,2,54
103,451,3,54
104,448,8,54
105,442,1,54
106,443,4,54
107,439,5,54
108,434,4,54
109,435,4,54
110,432,8,54
111,424,7,54
112,425,7,54
113,438,5,54
114,438,5,54
115,442,5,54
116,449,7,54
117,442,6,54
118,446,5,54
119,444,7,54
120,442,4,54
0,454,1,55
1,453,0,55
2,455,3,55
3,471,2,55
4,470,4,55
5,466,2,55
6,464,3,55
7,461,3,55
8,477,1,55
9,479,4,55
10,475,6,55
11,469,8,55
12,462,3,55
13,459,10,55
14,449,5,55
15,447,10,55
16,460,4,55
17,475,11,55
18,469,3,55
19,466,4,55
20,475,3,55
21,475,1,55
22,476,5,55
23,473,4,55
24,469,3,55
25,485,3,55
26,482,1,55
27,481,5,55
28,486,1,55
29,487,5,55
30,487,0,55
31,487,0,55
32,488,2,55
33,486,1,55
34,485,6,55
35,481,1,55
36,480,3,55
37,479,0,55
38,481,2,55
39,480,0,55
40,480,1,55
41,482,2,55
42,482,1,55
43,481,0,55
44,481,0,55
45,481,1,55
46,480,2,55
47,478,1,55
48,477,4,55
49,473,3,55
50,470,2,55
51,478,1,55
52,477,2,55
53,475,1,55
54,474,1,55
55,473,1,55
56,472,2,55
57,470,2,55
58,468,2,55
59,466,1,55
60,465,1,55
61,464,1,55
62,483,3,55
63,483,3,55
64,483,0,55
65,483,1,55
66,497,2,55
67,496,2,55
68,495,2,55
69,493,1,55
70,510,3,55
71,507,2,55
72,507,0,55
73,507,3,55
74,504,0,55
75,504,1,55
76,503,2,55
77,502,3,55
78,499,2,55
79,497,7,55
80,490,4,55
81,486,8,55
82,478,3,55
83,489,8,55
84,481,3,55
85,478,5,55
86,493,5,55
87,492,4,55
88,492,4,55
89,488,10,55
90,478,3,55
91,475,5,55
92,470,3,55
93,468,0,55
94,484,2,55
95,484,1,55
96,483,2,55
97,481,3,55
98,478,5,55
99,473,2,55
100,471,0,55
101,498,2,55
102,496,4,55
103,492,4,55
104,488,5,55
105,483,3,55
106,480,4,55
107,490,5,55
108,485,8,55
109,477,6,55
110,471,5,55
111,471,5,55
112,466,8,55
113,468,6,55
114,468,1,55
115,484,4,55
116,483,1,55
117,490,3,55
118,489,2,55
119,487,2,55
120,485,3,55
0,493,5,56
1,495,3,56
2,493,0,56
3,493,0,56
4,493,5,56
5,494,1,56
6,495,1,56
7,494,2,56
8,492,3,56
9,489,2,56
10,487,5,56
11,482,2,56
12,480,2,56
13,478,3,56
14,475,2,56
15,473,5,56
16,488,2,56
17,487,3,56
18,484,1,56
19,483,0,56
20,483,4,56
21,479,5,56
22,474,3,56
23,471,4,56
24,467,4,56
25,479,4,56
26,476,1,56
27,475,3,56
28,472,3,56
29,469,2,56
30,467,4,56
31,463,2,56
32,461,2,56
33,459,4,56
34,455,4,56
35,451,2,56
36,449,1,56
37,461,5,56
38,463,1,56
39,471,2,56
40,469,1,56
41,469,1,56
42,474,3,56
43,471,3,56
44,468,3,56
45,465,0,56
46,465,2,56
47,463,3,56
48,460,1,56
49,459,3,56
50,456,4,56
51,457,3,56
52,454,2,56
53,489,3,56
54,489,2,56
55,490,0,56
56,490,1,56
57,490,3,56
58,487,2,56
59,485,0,56
60,485,2,56
61,483,4,56
62,479,4,56
63,475,4,56
64,471,8,56
65,464,4,56
66,464,3,56
67,465,2,56
68,464,3,56
69,475,6,56
70,469,2,56
71,470,0,56
72,470,4,56
73,466,5,56
74,465,6,56
75,463,2,56
76,471,2,56
77,471,2,56
78,471,1,56
79,472,1,56
80,478,1,56
81,477,2,56
82,475,3,56
83,477,3,56
84,474,1,56
85,473,2,56
86,486,6,56
87,482,2,56
88,498,2,56
89,497,0,56
90,505,3,56
91,505,0,56
92,505,0,56
93,505,0,56
94,505,2,56
95,503,2,56
96,501,1,56
97,500,2,56
98,498,2,56
99,496,0,56
100,496,0,56
101,496,1,56
102,495,0,56
103,500,3,56
104,501,2,56
105,501,0,56
106,502,1,56
107,501,0,56
108,501,0,56
109,503,1,56
110,520,0,56
111,520,1,56
112,520,0,56
113,521,1,56
114,521,1,56
115,521,0,56
116,522,1,56
117,523,0,56
118,523,1,56
119,524,0,56
120,524,0,56
0,462,0,57
1,463,7,57
2,462,4,57
3,482,1,57
4,482,1,57
5,481,0,57
6,482,1,57
7,481,2,57
8,517,2,57
9,515,6,57
10,509,8,57
11,503,3,57
12,500,3,57
13,497,1,57
14,496,6,57
15,490,3,57
16,487,1,57
17,486,2,57
18,484,4,57
19,480,3,57
20,477,5,57
21,472,11,57
22,461,7,57
23,458,5,57
24,455,5,57
25,455,1,57
26,459,1,57
27,459,3,57
28,456,2,57
29,454,2,57
30,454,1,57
31,454,2,57
32,452,2,57
33,450,1,57
34,449,1,57
35,448,3,57
36,445,3,57
37,457,3,57
38,456,6,57
39,456,0,57
40,476,6,57
41,474,3,57
42,471,1,57
43,472,3,57
44,469,3,57
45,466,2,57
46,464,3,57
47,461,4,57
48,457,8,57
49,449,4,57
50,478,1,57
51,488,5,57
52,485,4,57
53,481,2,57
54,479,6,57
55,473,2,57
56,480,3,57
57,478,3,57
58,495,5,57
59,490,6,57
60,484,5,57
61,479,1,57
62,478,1,57
63,477,1,57
64,476,5,57
65,478,4,57
66,474,2,57
67,472,7,57
68,466,2,57
69,467,1,57
70,470,2,57
71,471,2,57
72,472,1,57
73,471,1,57
74,480,2,57
75,479,3,57
76,476,2,57
77,474,5,57
78,469,2,57
79,467,6,57
80,461,6,57
81,455,6,57
82,449,3,57
83,446,5,57
84,441,2,57
85,439,3,57
86,437,4,57
87,433,5,57
88,440,3,57
89,439,3,57
90,439,0,57
91,439,0,57
92,452,2,57
93,452,4,57
94,452,4,57
95,451,2,57
96,449,1,57
97,448,2,57
98,446,2,57
99,444,4,57
100,450,4,57
101,449,5,57
102,455,5,57
103,452,6,57
104,447,1,57
105,448,7,57
106,441,5,57
107,436,1,57
108,435,3,57
109,432,3,57
110,429,2,57
111,427,3,57
112,431,4,57
113,428,2,57
114,427,2,57
115,426,1,57
116,428,3,57
117,429,2,57
118,428,2,57
119,429,1,57
120,429,0,57
0,409,8,58
1,408,1,58
2,408,2,58
3,432,4,58
4,428,7,58
5,422,5,58
6,424,9,58
7,415,6,58
8,412,5,58
9,442,7,58
10,440,4,58
11,436,9,58
12,427,9,58
13,419,8,58
14,417,6,58
15,436,6,58
16,430,6,58
17,424,7,58
18,417,5,58
19,414,5,58
20,414,6,58
21,414,5,58
22,409,4,58
23,427,4,58
24,432,4,58
25,450,3,58
26,451,1,58
27,451,3,58
28,451,2,58
29,449,0,58
30,449,6,58
31,443,4,58
32,439,3,58
33,439,0,58
34,439,7,58
35,433,5,58
36,436,1,58
37,442,2,58
38,441,0,58
39,442,1,58
40,466,1,58
41,465,2,58
42,463,1,58
43,462,0,58
44,462,1,58
45,461,0,58
46,463,2,58
47,468,2,58
48,470,3,58
49,469,1,58
50,468,0,58
51,468,0,58
52,468,2,58
53,466,3,58
54,475,0,58
55,475,1,58
56,489,0,58
57,489,3,58
58,488,0,58
59,489,1,58
60,490,0,58
61,490,2,58
62,488,0,58
63,492,3,58
64,492,0,58
65,495,2,58
66,493,2,58
67,491,1,58
68,490,1,58
69,497,0,58
70,500,2,58
71,498,0,58
72,498,5,58
73,501,0,58
74,501,0,58
75,501,5,58
76,496,10,58
77,486,3,58
