Month,Total number of employees,Number of employees that left,Run
50,462,5,15
51,460,3,15
52,459,1,15
53,461,2,15
54,481,1,15
55,481,2,15
56,479,6,15
57,478,0,15
58,485,2,15
59,491,3,15
60,488,2,15
61,491,6,15
62,503,6,15
63,504,3,15
64,505,0,15
65,505,3,15
66,502,0,15
67,502,3,15
68,499,3,15
69,496,5,15
70,491,5,15
71,487,6,15
72,481,6,15
73,475,5,15
74,487,5,15
75,482,5,15
76,477,7,15
77,470,10,15
78,460,11,15
79,449,14,15
80,435,5,15
81,432,6,15
82,446,4,15
83,442,10,15
84,444,3,15
85,441,3,15
86,438,3,15
87,435,2,15
88,433,10,15
89,423,7,15
90,427,8,15
91,436,6,15
92,430,6,15
93,424,6,15
94,418,10,15
95,416,5,15
96,420,5,15
97,418,7,15
98,434,5,15
99,434,3,15
100,431,7,15
101,435,10,15
102,431,6,15
103,425,4,15
104,427,8,15
105,419,10,15
106,409,8,15
107,405,14,15
108,422,6,15
109,422,8,15
110,420,10,15
111,430,5,15
112,427,2,15
113,425,5,15
114,420,8,15
115,419,7,15
116,414,7,15
117,411,5,15
118,406,7,15
119,401,10,15
120,420,5,15
0,469,3,16
1,469,3,16
2,466,3,16
3,464,9,16
4,455,8,16
5,452,8,16
6,466,7,16
7,463,5,16
8,462,4,16
9,461,2,16
10,460,4,16
11,462,4,16
12,462,2,16
13,462,3,16
14,464,3,16
15,463,5,16
16,462,3,16
17,459,1,16
18,459,4,16
19,455,5,16
20,450,1,16
21,456,5,16
22,451,4,16
23,449,1,16
24,448,11,16
25,437,4,16
26,435,5,16
27,433,6,16
28,427,10,16
29,434,11,16
30,430,12,16
31,440,7,16
32,440,3,16
33,438,9,16
34,435,6,16
35,429,3,16
36,433,1,16
37,432,1,16
38,431,2,16
39,430,1,16
40,433,2,16
41,448,4,16
42,446,1,16
43,446,1,16
44,464,5,16
45,464,3,16
46,463,1,16
47,463,2,16
48,462,4,16
49,458,1,16
50,457,1,16
51,456,3,16
52,453,4,16
53,449,2,16
54,447,3,16
55,444,1,16
56,466,4,16
57,462,5,16
58,457,7,16
59,454,4,16
60,466,8,16
61,462,7,16
62,470,6,16
63,464,8,16
64,456,4,16
65,452,7,16
66,445,4,16
67,453,10,16
68,443,21,16
69,434,7,16
70,432,9,16
71,432,8,16
72,428,4,16
73,428,11,16
74,421,2,16
75,419,11,16
76,424,11,16
77,413,6,16
78,408,5,16
79,408,6,16
80,416,5,16
81,411,4,16
82,408,4,16
83,410,10,16
84,408,10,16
85,410,10,16
86,408,5,16
87,405,0,16
88,420,3,16
89,417,4,16
90,413,9,16
91,404,7,16
92,397,10,16
93,393,7,16
94,395,6,16
95,412,13,16
96,424,5,16
97,420,16,16
98,417,10,16
99,416,10,16
100,431,6,16
101,432,8,16
102,434,5,16
103,437,4,16
104,436,4,16
105,437,4,16
106,438,1,16
107,440,1,16
108,440,0,16
109,441,2,16
110,439,3,16
111,436,8,16
112,449,6,16
113,443,10,16
114,438,6,16
115,439,3,16
116,457,4,16
117,465,6,16
118,464,7,16
119,462,6,16
120,462,3,16
0,428,1,17
1,444,1,17
2,461,2,17
3,459,3,17
4,456,1,17
5,455,7,17
6,448,8,17
7,444,5,17
8,439,8,17
9,432,6,17
10,438,7,17
11,437,3,17
12,445,5,17
13,444,3,17
14,444,3,17
15,441,2,17
16,446,0,17
17,446,2,17
18,445,2,17
19,443,0,17
20,444,0,17
21,444,5,17
22,439,3,17
23,453,3,17
24,451,4,17
25,452,4,17
26,450,4,17
27,455,0,17
28,456,2,17
29,455,1,17
30,454,3,17
31,468,7,17
32,468,1,17
33,468,4,17
34,469,0,17
35,471,1,17
36,471,5,17
37,468,4,17
38,465,4,17
39,464,1,17
40,464,2,17
41,462,1,17
42,461,4,17
43,458,4,17
44,459,4,17
45,459,5,17
46,460,4,17
47,461,2,17
48,460,2,17
49,463,1,17
50,462,1,17
51,461,6,17
52,455,3,17
53,452,3,17
54,452,4,17
55,448,0,17
56,455,0,17
57,455,0,17
58,455,4,17
59,461,5,17
60,456,3,17
61,453,0,17
62,453,5,17
63,448,6,17
64,447,7,17
65,449,3,17
66,463,2,17
67,473,5,17
68,473,1,17
69,488,0,17
70,488,0,17
71,488,2,17
72,486,4,17
73,482,1,17
74,481,4,17
75,493,3,17
76,492,0,17
77,492,4,17
78,507,0,17
79,507,3,17
80,504,2,17
81,502,5,17
82,497,5,17
83,492,4,17
84,488,3,17
85,498,4,17
86,494,6,17
87,491,6,17
88,485,8,17
89,477,5,17
90,472,6,17
91,469,5,17
92,464,7,17
93,457,7,17
94,455,5,17
95,465,4,17
96,465,7,17
97,458,6,17
98,459,0,17
99,460,6,17
100,454,4,17
101,450,2,17
102,448,5,17
103,443,1,17
104,443,3,17
105,440,3,17
106,441,5,17
107,441,3,17
108,458,1,17
109,458,8,17
110,450,2,17
111,451,6,17
112,445,5,17
113,440,7,17
114,433,4,17
115,429,5,17
116,440,4,17
117,436,6,17
118,430,5,17
119,444,11,17
120,440,13,17
0,452,2,18
1,450,3,18
2,451,4,18
3,448,11,18
4,437,10,18
5,427,6,18
6,427,6,18
7,437,5,18
8,436,3,18
9,436,4,18
10,437,0,18
11,470,0,18
12,470,7,18
13,469,3,18
14,466,2,18
15,464,5,18
16,459,6,18
17,453,9,18
18,444,8,18
19,452,3,18
20,452,5,18
21,451,5,18
22,480,4,18
23,483,5,18
24,478,3,18
25,475,6,18
26,469,8,18
27,461,8,18
28,474,4,18
29,473,6,18
30,472,4,18
31,473,8,18
32,465,3,18
33,462,3,18
34,459,4,18
35,455,17,18
36,438,4,18
37,434,4,18
38,443,6,18
39,440,1,18
40,446,6,18
41,449,1,18
42,448,1,18
43,460,6,18
44,476,3,18
45,474,4,18
46,470,3,18
47,467,6,18
48,461,6,18
49,492,9,18
50,489,2,18
51,489,6,18
52,488,4,18
53,485,5,18
54,480,6,18
55,474,2,18
56,474,6,18
57,473,2,18
58,472,4,18
59,470,5,18
60,469,6,18
61,466,6,18
62,460,4,18
63,456,7,18
64,450,7,18
65,448,5,18
66,449,4,18
67,445,6,18
68,441,6,18
69,441,3,18
70,438,3,18
71,435,5,18
72,435,6,18
73,434,5,18
74,445,2,18
75,445,3,18
76,446,3,18
77,458,3,18
78,474,3,18
79,471,3,18
80,472,3,18
81,482,1,18
82,485,2,18
83,485,3,18
84,487,4,18
85,487,1,18
86,488,3,18
87,486,2,18
88,484,4,18
89,480,2,18
90,487,1,18
91,489,0,18
92,494,1,18
93,497,3,18
94,498,1,18
95,499,3,18
96,501,1,18
97,502,4,18
98,500,4,18
99,496,5,18
100,491,2,18
101,489,4,18
102,485,4,18
103,483,4,18
104,483,3,18
105,480,3,18
106,477,5,18
107,472,6,18
108,479,2,18
109,479,6,18
110,473,7,18
111,475,4,18
112,474,0,18
113,476,4,18
114,475,3,18
115,475,6,18
116,473,2,18
117,473,3,18
118,471,2,18
119,469,5,18
120,467,6,18
0,443,4,19
1,439,2,19
2,437,5,19
3,432,9,19
4,428,9,19
5,419,11,19
6,421,7,19
7,435,3,19
8,435,6,19
9,435,8,19
10,434,9,19
11,425,4,19
12,424,2,19
13,426,3,19
14,424,3,19
15,432,1,19
16,435,2,19
17,436,3,19
18,435,4,19
19,460,3,19
20,459,0,19
21,460,2,19
22,466,1,19
23,466,1,19
24,466,1,19
25,465,4,19
26,461,4,19
27,457,3,19
28,469,5,19
29,467,3,19
30,464,4,19
31,460,6,19
32,454,4,19
33,468,1,19
34,467,3,19
35,464,2,19
36,462,8,19
37,454,5,19
38,449,4,19
39,445,4,19
40,441,3,19
41,438,5,19
42,433,3,19
43,430,7,19
44,430,5,19
45,440,4,19
46,443,1,19
47,443,4,19
48,439,3,19
49,436,5,19
50,436,2,19
51,444,5,19
52,449,4,19
53,451,8,19
54,448,3,19
55,448,4,19
56,450,2,19
57,450,0,19
58,451,3,19
59,450,1,19
60,449,1,19
61,448,4,19
62,447,3,19
63,444,3,19
64,441,4,19
65,437,4,19
66,433,1,19
67,432,3,19
68,429,3,19
69,426,9,19
70,421,3,19
71,425,5,19
72,441,4,19
73,439,4,19
74,455,3,19
75,452,5,19
76,450,6,19
77,448,3,19
78,449,6,19
79,443,4,19
80,439,4,19
81,451,4,19
82,452,5,19
83,447,5,19
84,442,9,19
85,436,13,19
86,423,11,19
87,412,4,19
88,408,4,19
89,404,7,19
90,397,7,19
91,390,10,19
92,382,11,19
93,371,8,19
94,389,7,19
95,402,14,19
96,389,3,19
97,386,14,19
98,378,7,19
99,380,6,19
100,378,4,19
101,387,6,19
102,406,10,19
103,419,8,19
104,421,3,19
105,423,2,19
106,426,7,19
107,425,2,19
108,426,2,19
109,425,1,19
110,429,5,19
111,424,4,19
112,420,1,19
113,428,3,19
114,428,4,19
115,426,1,19
116,439,1,19
117,440,3,19
118,445,1,19
119,450,2,19
120,451,3,19
0,406,5,20
1,405,5,20
2,404,1,20
3,405,1,20
4,420,2,20
5,434,6,20
6,438,2,20
7,454,1,20
8,455,3,20
9,455,4,20
10,451,3,20
11,448,3,20
12,449,1,20
13,462,1,20
14,461,4,20
15,457,2,20
16,455,7,20
17,448,6,20
18,442,8,20
19,444,6,20
20,438,7,20
21,444,4,20
22,444,9,20
23,442,5,20
24,439,2,20
25,439,5,20
26,434,2,20
27,432,3,20
28,429,6,20
29,447,8,20
30,463,4,20
31,459,12,20
32,455,13,20
33,448,8,20
34,443,8,20
35,435,8,20
36,447,6,20
37,447,7,20
38,443,6,20
39,441,3,20
40,440,8,20
41,441,6,20
42,439,5,20
43,438,4,20
44,434,1,20
45,441,4,20
46,450,6,20
47,447,5,20
48,442,3,20
49,439,6,20
50,433,6,20
51,440,6,20
52,434,5,20
53,435,4,20
54,470,7,20
55,469,8,20
56,465,5,20
57,463,6,20
58,471,2,20
59,472,2,20
60,470,7,20
61,463,2,20
62,461,9,20
63,452,3,20
64,451,4,20
65,447,3,20
66,455,3,20
67,460,4,20
68,456,2,20
69,454,1,20
70,455,3,20
71,470,4,20
72,469,2,20
73,468,2,20
74,466,6,20
75,460,8,20
76,452,5,20
77,452,5,20
78,463,5,20
79,458,6,20
80,457,5,20
81,452,6,20
82,446,5,20
83,448,4,20
84,447,6,20
85,455,6,20
86,452,3,20
87,449,6,20
88,443,11,20
89,432,7,20
90,425,7,20
91,418,7,20
92,428,2,20
93,427,6,20
94,439,4,20
95,448,5,20
96,469,1,20
97,471,1,20
98,470,2,20
99,479,2,20
100,477,3,20
101,474,1,20
102,473,0,20
103,482,2,20
104,481,2,20
105,481,1,20
106,481,1,20
107,483,1,20
108,483,3,20
109,482,2,20
110,480,2,20
111,480,3,20
112,484,2,20
113,483,2,20
114,483,2,20
115,484,2,20
116,482,1,20
117,481,2,20
118,480,4,20
119,476,1,20
120,475,0,20
0,486,1,21
1,501,3,21
2,498,2,21
3,496,5,21
4,497,2,21
5,495,7,21
6,496,4,21
7,496,1,21
8,496,1,21
9,495,4,21
10,491,4,21
11,487,2,21
12,485,5,21
13,480,6,21
14,485,8,21
15,499,4,21
16,496,1,21
17,498,2,21
18,498,5,21
19,496,1,21
20,495,4,21
21,497,4,21
22,495,3,21
23,495,3,21
24,494,2,21
25,494,3,21
26,495,3,21
27,492,2,21
28,490,3,21
29,487,7,21
30,480,1,21
31,479,1,21
32,497,3,21
33,497,3,21
34,496,3,21
35,494,1,21
36,493,3,21
37,490,2,21
38,488,1,21
39,487,3,21
40,484,1,21
41,504,2,21
42,503,4,21
43,502,0,21
44,502,1,21
45,501,1,21
46,500,1,21
47,499,2,21
48,517,3,21
49,519,1,21
50,519,3,21
51,517,2,21
52,515,2,21
53,513,2,21
54,511,2,21
55,509,3,21
56,506,3,21
57,503,2,21
58,501,4,21
59,497,4,21
60,493,4,21
61,489,3,21
62,487,1,21
63,501,3,21
64,500,4,21
65,496,4,21
66,492,6,21
67,486,1,21
68,485,3,21
69,482,6,21
70,476,5,21
71,471,2,21
72,489,2,21
73,487,8,21
74,479,3,21
75,476,4,21
76,475,7,21
77,469,6,21
78,463,5,21
79,458,5,21
80,454,8,21
81,446,3,21
82,443,2,21
83,470,10,21
84,466,1,21
85,469,4,21
86,466,4,21
87,462,7,21
88,455,3,21
89,456,2,21
90,466,2,21
91,464,1,21
92,463,3,21
93,460,0,21
94,470,1,21
95,469,2,21
96,470,2,21
97,468,6,21
98,462,1,21
99,461,3,21
100,458,6,21
101,458,7,21
102,454,8,21
103,451,1,21
104,455,7,21
105,448,2,21
106,446,4,21
107,446,5,21
108,450,1,21
109,461,5,21
110,480,5,21
111,478,5,21
112,477,3,21
113,477,7,21
114,479,1,21
115,479,3,21
116,478,4,21
117,478,2,21
118,480,2,21
119,481,5,21
120,478,0,21
0,495,6,22
1,494,3,22
2,494,0,22
3,494,3,22
4,491,2,22
5,497,2,22
6,500,0,22
7,501,4,22
8,499,1,22
9,500,3,22
10,499,4,22
11,497,2,22
12,496,0,22
13,498,2,22
14,499,2,22
15,499,1,22
16,498,1,22
17,497,0,22
18,497,3,22
19,494,1,22
20,493,4,22
21,489,0,22
22,489,4,22
23,485,3,22
24,482,4,22
25,478,6,22
26,472,1,22
27,471,4,22
28,467,7,22
29,460,2,22
30,458,7,22
31,451,6,22
32,445,3,22
33,442,7,22
34,440,0,22
35,457,4,22
36,482,2,22
37,489,2,22
38,488,3,22
39,487,1,22
40,488,1,22
41,501,3,22
42,500,0,22
43,500,2,22
44,498,0,22
45,502,0,22
46,502,2,22
47,500,2,22
48,506,3,22
49,503,2,22
50,501,6,22
51,495,1,22
52,494,10,22
53,484,2,22
54,482,5,22
55,491,2,22
56,489,0,22
57,489,1,22
58,488,4,22
59,484,1,22
60,483,4,22
61,479,6,22
62,475,4,22
63,476,2,22
64,477,3,22
65,476,6,22
66,475,4,22
67,471,5,22
68,466,2,22
69,464,3,22
70,461,7,22
71,454,9,22
72,445,11,22
73,462,5,22
74,461,2,22
75,469,2,22
76,468,6,22
77,462,5,22
78,459,3,22
79,469,2,22
80,468,4,22
81,464,5,22
82,459,5,22
83,475,4,22
84,471,4,22
85,476,6,22
86,477,3,22
87,476,3,22
88,475,2,22
89,473,2,22
90,471,1,22
91,470,2,22
92,468,5,22
93,463,2,22
94,461,2,22
95,459,4,22
96,456,7,22
97,454,5,22
98,454,2,22
99,455,1,22
100,467,3,22
101,465,1,22
102,464,4,22
103,462,1,22
104,467,3,22
105,465,2,22
106,466,2,22
107,466,2,22
108,464,7,22
109,457,4,22
110,453,7,22
111,451,2,22
112,461,6,22
113,467,5,22
114,462,5,22
115,460,2,22
116,460,2,22
117,458,3,22
118,455,8,22
119,447,3,22
120,444,8,22
0,494,6,23
1,492,0,23
2,492,5,23
3,487,4,23
4,483,6,23
5,497,3,23
6,494,4,23
7,490,6,23
8,501,1,23
9,500,2,23
10,498,7,23
11,494,4,23
12,491,6,23
13,489,4,23
14,485,7,23
15,479,5,23
16,474,8,23
17,470,11,23
18,465,5,23
19,481,7,23
20,489,4,23
21,496,0,23
22,496,5,23
23,491,2,23
24,489,5,23
25,484,4,23
26,480,5,23
27,475,6,23
28,469,7,23
29,462,6,23
30,482,3,23
31,479,0,23
32,479,6,23
33,473,6,23
34,467,2,23
35,467,6,23
36,488,3,23
37,488,5,23
38,484,1,23
39,483,0,23
40,483,5,23
41,478,1,23
42,484,3,23
43,485,1,23
44,486,2,23
45,487,2,23
46,487,0,23
47,488,1,23
48,487,1,23
49,486,5,23
50,493,4,23
51,491,2,23
52,491,5,23
53,488,0,23
54,488,5,23
55,483,6,23
56,477,8,23
57,469,5,23
58,464,6,23
59,463,6,23
60,457,3,23
61,454,5,23
62,468,5,23
63,474,4,23
64,474,4,23
65,478,2,23
66,482,4,23
67,491,2,23
68,490,1,23
69,489,2,23
70,496,0,23
71,496,5,23
72,491,1,23
73,490,2,23
74,488,2,23
75,486,1,23
76,485,2,23
77,483,3,23
78,480,3,23
79,477,5,23
80,472,5,23
81,467,6,23
82,461,5,23
83,456,3,23
84,453,8,23
85,445,3,23
86,453,2,23
87,451,4,23
88,448,2,23
89,458,4,23
90,461,0,23
91,478,2,23
92,485,1,23
93,497,1,23
94,496,2,23
95,494,1,23
96,493,4,23
97,489,3,23
98,488,3,23
99,489,1,23
100,503,2,23
101,504,2,23
102,502,4,23
103,498,3,23
104,500,2,23
105,502,4,23
106,498,2,23
107,496,3,23
108,493,6,23
109,487,4,23
110,483,4,23
111,479,2,23
112,477,3,23
113,474,6,23
114,471,7,23
115,464,7,23
116,457,5,23
117,466,3,23
118,463,2,23
119,462,11,23
120,453,6,23
0,455,2,24
1,453,0,24
2,453,0,24
3,458,6,24
4,452,2,24
5,450,5,24
6,459,4,24
7,455,4,24
8,451,5,24
9,446,6,24
10,440,3,24
11,437,10,24
12,427,8,24
13,431,9,24
14,447,6,24
15,444,7,24
16,437,7,24
17,447,11,24
18,444,9,24
19,445,2,24
20,450,2,24
21,460,3,24
22,466,1,24
23,481,5,24
24,483,5,24
25,482,1,24
26,481,3,24
27,478,3,24
28,480,1,24
29,480,4,24
30,481,2,24
31,480,1,24
32,480,0,24
33,480,2,24
34,478,1,24
35,477,4,24
36,473,0,24
37,473,6,24
38,467,6,24
39,461,7,24
40,454,4,24
41,450,5,24
42,445,5,24
43,443,8,24
44,440,5,24
45,438,5,24
46,437,9,24
47,466,4,24
48,462,5,24
49,457,3,24
50,454,3,24
51,451,10,24
52,444,6,24
53,438,14,24
54,433,6,24
55,430,8,24
56,430,3,24
57,438,2,24
58,457,8,24
59,449,8,24
60,446,6,24
61,449,4,24
62,450,6,24
63,464,2,24
64,462,5,24
65,457,7,24
66,451,0,24
67,474,6,24
68,471,0,24
69,471,3,24
70,470,4,24
71,468,4,24
72,466,4,24
73,464,2,24
74,465,5,24
75,460,2,24
76,458,6,24
77,452,8,24
78,444,8,24
79,436,5,24
80,435,2,24
81,433,5,24
82,428,8,24
83,422,11,24
84,430,6,24
85,446,9,24
86,442,4,24
87,441,4,24
88,438,4,24
89,437,4,24
90,447,2,24
91,448,5,24
92,443,4,24
93,447,4,24
94,448,4,24
95,444,4,24
96,444,2,24
97,442,4,24
98,440,2,24
99,460,3,24
100,459,1,24
101,458,1,24
102,457,3,24
103,457,4,24
104,455,0,24
105,455,1,24
106,454,5,24
107,449,7,24
108,442,3,24
109,459,5,24
110,455,7,24
111,448,4,24
112,446,7,24
113,448,5,24
114,450,2,24
115,451,5,24
116,450,9,24
117,450,2,24
118,450,8,24
119,452,2,24
120,453,2,24
0,458,4,25
1,458,4,25
2,454,5,25
3,449,8,25
4,450,7,25
5,445,9,25
6,436,6,25
7,447,4,25
8,447,8,25
9,446,2,25
10,452,3,25
11,473,2,25
12,472,1,25
13,472,0,25
14,473,3,25
15,472,1,25
16,471,2,25
17,469,3,25
18,467,1,25
19,466,4,25
20,462,12,25
21,450,4,25
22,463,4,25
23,459,9,25
24,450,6,25
25,444,6,25
26,457,7,25
27,450,4,25
28,446,8,25
29,465,11,25
30,461,3,25
31,458,7,25
32,465,5,25
33,462,3,25
34,464,3,25
35,475,6,25
36,469,3,25
37,469,6,25
38,485,4,25
39,484,4,25
40,485,4,25
41,486,2,25
42,486,3,25
43,483,7,25
44,483,9,25
45,484,2,25
46,487,4,25
47,483,4,25
48,479,5,25
49,482,3,25
50,479,6,25
51,479,2,25
52,478,3,25
53,480,7,25
54,473,1,25
55,492,4,25
56,488,4,25
57,484,4,25
58,492,3,25
59,489,3,25
60,486,3,25
61,483,5,25
62,478,4,25
63,474,4,25
64,470,6,25
65,464,4,25
66,460,6,25
67,454,7,25
68,447,4,25
69,453,5,25
70,448,5,25
71,464,5,25
72,461,2,25
73,461,2,25
74,462,4,25
75,461,4,25
76,463,0,25
77,463,2,25
78,462,3,25
79,459,4,25
80,478,2,25
81,476,1,25
82,475,4,25
83,471,6,25
84,465,6,25
85,459,5,25
86,454,3,25
87,451,2,25
88,449,1,25
89,449,7,25
90,461,4,25
91,457,12,25
92,445,4,25
93,443,7,25
94,436,4,25
95,432,6,25
96,441,13,25
97,436,6,25
98,444,4,25
99,443,1,25
100,443,7,25
101,448,4,25
102,448,1,25
103,483,1,25
104,484,1,25
105,485,3,25
106,484,2,25
107,482,1,25
108,481,0,25
109,481,0,25
110,481,2,25
111,479,3,25
112,496,2,25
113,495,2,25
114,493,2,25
115,491,3,25
116,488,3,25
117,485,4,25
118,481,4,25
119,477,5,25
120,472,7,25
0,454,4,26
1,454,4,26
2,455,6,26
3,455,0,26
4,470,3,26
5,467,2,26
6,465,4,26
7,464,5,26
8,459,0,26
9,459,3,26
10,456,6,26
11,462,1,26
12,461,5,26
13,464,5,26
14,459,6,26
15,453,8,26
16,445,4,26
17,441,9,26
18,444,6,26
19,461,9,26
20,458,8,26
21,456,6,26
22,455,11,26
23,448,2,26
24,448,9,26
25,439,4,26
26,445,5,26
27,446,3,26
28,447,4,26
29,443,11,26
30,437,4,26
31,436,6,26
32,459,3,26
33,457,1,26
34,457,6,26
35,479,6,26
36,477,2,26
37,478,2,26
38,476,3,26
39,475,3,26
40,473,0,26
41,473,4,26
42,469,2,26
43,467,5,26
44,462,2,26
45,460,4,26
46,456,3,26
47,453,8,26
48,455,4,26
49,451,5,26
50,446,6,26
51,457,7,26
52,470,1,26
53,471,3,26
54,479,5,26
55,476,4,26
56,489,2,26
57,488,3,26
58,485,2,26
59,483,1,26
60,482,2,26
61,480,2,26
62,478,3,26
63,479,5,26
64,474,3,26
65,482,6,26
66,476,4,26
67,472,3,26
68,469,11,26
69,458,5,26
70,459,5,26
71,456,8,26
72,454,10,26
73,450,4,26
74,468,2,26
75,469,2,26
76,469,1,26
77,469,2,26
78,476,1,26
79,477,3,26
80,476,5,26
81,477,2,26
82,475,2,26
83,473,5,26
84,488,4,26
85,486,8,26
86,482,3,26
87,482,1,26
88,481,0,26
89,482,7,26
90,475,7,26
91,468,4,26
92,464,3,26
93,461,3,26
94,458,0,26
95,458,3,26
96,457,8,26
97,454,4,26
98,453,5,26
99,455,6,26
100,454,4,26
101,452,1,26
102,457,2,26
103,463,2,26
104,478,4,26
105,477,2,26
106,479,0,26
107,479,4,26
108,475,1,26
109,474,4,26
110,470,5,26
111,472,9,26
112,463,9,26
113,458,10,26
114,455,9,26
115,446,7,26
116,456,8,26
117,448,7,26
118,448,6,26
119,446,4,26
120,446,4,26
0,425,6,27
1,425,0,27
2,443,3,27
3,444,3,27
4,445,6,27
5,445,2,27
6,450,4,27
7,447,3,27
8,444,9,27
9,435,7,27
10,428,5,27
11,423,8,27
12,415,9,27
13,413,10,27
14,411,9,27
15,402,10,27
16,392,4,27
17,388,11,27
18,382,17,27
19,385,10,27
20,386,4,27
21,386,8,27
22,396,6,27
23,418,5,27
24,436,4,27
25,434,1,27
26,457,4,27
27,456,3,27
28,457,4,27
29,453,3,27
30,452,6,27
31,446,2,27
32,451,5,27
33,457,2,27
34,464,3,27
35,462,4,27
36,472,2,27
37,472,3,27
38,473,2,27
39,471,1,27
40,470,2,27
41,480,6,27
42,500,2,27
43,499,2,27
44,498,1,27
45,497,2,27
46,495,2,27
47,493,3,27
48,490,3,27
49,489,6,27
50,483,4,27
51,479,6,27
52,473,8,27
53,467,6,27
54,468,5,27
55,482,4,27
56,485,3,27
57,484,3,27
58,481,4,27
59,477,0,27
60,477,6,27
61,471,6,27
62,480,7,27
63,482,2,27
64,480,2,27
65,478,7,27
66,471,6,27
67,465,5,27
68,460,8,27
69,457,3,27
70,462,7,27
71,463,4,27
72,481,2,27
73,482,6,27
74,480,4,27
75,487,1,27
76,495,2,27
77,496,1,27
78,495,1,27
79,494,4,27
80,490,1,27
81,489,0,27
82,489,4,27
83,495,2,27
84,512,3,27
85,509,2,27
86,507,2,27
87,505,8,27
88,497,5,27
89,493,4,27
90,489,3,27
91,486,4,27
92,482,3,27
93,479,4,27
94,475,2,27
95,477,1,27
96,476,0,27
97,480,1,27
98,479,7,27
99,472,5,27
100,469,10,27
101,481,4,27
102,477,2,27
103,475,3,27
104,472,6,27
105,466,4,27
106,462,4,27
107,468,3,27
108,466,5,27
109,467,3,27
110,466,2,27
111,464,5,27
112,459,3,27
113,474,5,27
114,469,2,27
115,467,1,27
116,466,4,27
117,462,2,27
118,460,2,27
119,466,2,27
120,464,3,27
0,443,2,28
1,441,4,28
2,458,10,28
3,448,5,28
4,473,8,28
5,465,9,28
6,457,4,28
7,458,9,28
8,455,8,28
9,470,1,28
10,470,6,28
11,468,2,28
12,466,6,28
13,460,8,28
14,456,6,28
15,453,7,28
16,452,2,28
17,455,4,28
18,457,2,28
19,457,0,28
20,457,2,28
21,459,4,28
22,459,5,28
23,463,3,28
24,464,0,28
25,467,7,28
26,460,2,28
27,461,4,28
28,479,2,28
29,477,3,28
30,478,8,28
31,479,2,28
32,477,8,28
33,488,7,28
34,486,3,28
35,487,2,28
36,489,4,28
37,489,4,28
38,485,2,28
39,496,2,28
40,494,1,28
41,493,4,28
42,489,5,28
43,487,0,28
44,487,2,28
45,492,2,28
46,494,1,28
47,494,1,28
48,494,3,28
49,493,2,28
50,492,0,28
51,493,1,28
52,492,3,28
53,493,2,28
54,492,0,28
55,492,2,28
56,490,1,28
57,489,0,28
58,499,0,28
59,499,1,28
60,498,4,28
61,494,1,28
62,493,0,28
63,493,2,28
64,491,1,28
65,490,3,28
66,487,1,28
67,486,0,28
68,487,0,28
69,487,0,28
70,487,2,28
71,485,1,28
72,501,0,28
73,501,2,28
74,499,1,28
75,508,1,28
76,524,0,28
77,524,1,28
78,524,1,28
79,523,0,28
80,528,1,28
81,527,0,28
82,527,0,28
83,527,0,28
84,527,1,28
85,527,1,28
86,526,1,28
87,525,0,28
88,525,4,28
89,521,2,28
90,522,2,28
91,520,0,28
92,520,1,28
93,519,0,28
94,519,0,28
95,519,4,28
96,515,1,28
97,514,2,28
98,512,2,28
99,510,7,28
100,503,5,28
101,498,4,28
102,494,5,28
103,492,3,28
104,489,3,28
105,486,5,28
106,484,1,28
107,484,3,28
108,482,2,28
109,480,2,28
110,478,2,28
111,476,9,28
112,469,4,28
113,465,4,28
114,467,6,28
115,465,6,28
116,464,7,28
117,461,1,28
118,463,4,28
119,461,2,28
120,459,3,28
0,495,0,29
1,495,0,29
2,495,1,29
3,518,3,29
4,515,1,29
5,514,0,29
6,514,3,29
7,511,0,29
8,511,2,29
9,509,4,29
10,505,3,29
11,502,5,29
12,497,1,29
13,511,3,29
14,517,3,29
15,514,4,29
16,514,2,29
17,513,2,29
18,513,1,29
19,513,0,29
20,513,2,29
21,511,1,29
22,510,1,29
23,510,4,29
24,506,4,29
25,502,7,29
26,495,4,29
27,491,4,29
28,487,2,29
29,485,10,29
30,475,6,29
31,474,4,29
32,470,3,29
33,489,3,29
34,486,1,29
35,486,4,29
36,482,0,29
37,482,2,29
38,480,2,29
39,478,3,29
40,475,1,29
41,474,7,29
42,467,6,29
43,461,1,29
44,471,1,29
45,472,2,29
46,473,3,29
47,472,3,29
48,471,3,29
49,468,4,29
50,464,7,29
51,457,4,29
52,453,5,29
53,448,3,29
54,449,3,29
55,446,3,29
56,443,3,29
57,442,2,29
58,440,6,29
59,434,6,29
60,428,6,29
61,425,5,29
62,426,4,29
63,452,5,29
64,466,1,29
65,468,3,29
66,468,4,29
67,467,2,29
68,467,4,29
69,469,1,29
70,470,3,29
71,468,3,29
72,465,5,29
73,460,2,29
74,458,7,29
75,451,11,29
76,440,4,29
77,436,8,29
78,428,8,29
79,420,8,29
80,412,5,29
81,407,6,29
82,418,6,29
83,430,4,29
84,427,7,29
85,422,7,29
86,421,4,29
87,417,7,29
88,410,5,29
89,409,5,29
90,405,0,29
91,406,9,29
92,402,3,29
93,437,5,29
94,436,6,29
95,437,4,29
96,456,4,29
97,456,2,29
98,456,3,29
99,453,2,29
100,451,2,29
101,449,2,29
102,447,6,29
